transaction_item_id,transaction_id,product_id,quantity,unit_price,line_total
TI00001592,T0000518,P000005,3,49.07,147.21
TI00001593,T0000518,P000002,2,56.39,112.78
TI00001594,T0000518,P000014,2,24.75,49.5
TI00001595,T0000519,P000007,1,44.35,44.35
TI00001596,T0000519,P000008,3,52.62,157.86
TI00001597,T0000519,P000006,2,9.16,18.32
TI00001598,T0000519,P000001,4,27.25,109.0
TI00001599,T0000520,P000008,2,52.62,105.24
TI00001600,T0000521,P000004,2,39.36,78.72
TI00001601,T0000521,P000009,4,33.09,132.36
TI00001602,T0000521,P000006,3,9.16,27.48
TI00001603,T0000521,P000005,3,49.07,147.21
TI00001604,T0000522,P000013,3,13.19,39.57
TI00001605,T0000522,P000007,4,44.35,177.4
TI00001606,T0000522,P000015,3,49.37,148.11
TI00001607,T0000523,P000014,3,24.75,74.25
TI00001608,T0000524,P000016,4,49.09,196.36
TI00001609,T0000524,P000001,3,27.25,81.75
TI00001610,T0000524,P000019,4,32.28,129.12
TI00001611,T0000524,P000002,2,56.39,112.78
TI00001612,T0000525,P000005,1,49.07,49.07
TI00001613,T0000525,P000019,1,32.28,32.28
TI00001614,T0000525,P000010,3,43.23,129.69
TI00001615,T0000525,P000016,1,49.09,49.09
TI00001616,T0000525,P000014,3,24.75,74.25
TI00001617,T0000526,P000007,2,44.35,88.7
TI00001618,T0000526,P000002,3,56.39,169.17
TI00001619,T0000526,P000018,4,32.67,130.68
TI00001620,T0000526,P000011,1,19.19,19.19
TI00001621,T0000527,P000018,2,32.67,65.34
TI00001622,T0000527,P000010,1,43.23,43.23
TI00001623,T0000527,P000012,2,42.38,84.76
TI00001624,T0000528,P000006,3,9.16,27.48
TI00001625,T0000528,P000001,2,27.25,54.5
TI00001626,T0000528,P000014,2,24.75,49.5
TI00001627,T0000528,P000015,4,49.37,197.48
TI00001628,T0000528,P000018,1,32.67,32.67
TI00001629,T0000529,P000010,3,43.23,129.69
TI00001630,T0000530,P000004,3,39.36,118.08
TI00001631,T0000530,P000014,1,24.75,24.75
TI00001632,T0000530,P000008,4,52.62,210.48
TI00001633,T0000530,P000019,4,32.28,129.12
TI00001634,T0000530,P000016,1,49.09,49.09
TI00001635,T0000531,P000015,1,49.37,49.37
TI00001636,T0000531,P000005,1,49.07,49.07
TI00001637,T0000531,P000011,1,19.19,19.19
TI00001638,T0000531,P000017,4,43.77,175.08
TI00001639,T0000532,P000016,3,49.09,147.27
TI00001640,T0000532,P000001,3,27.25,81.75
TI00001641,T0000532,P000013,2,13.19,26.38
TI00001642,T0000533,P000005,4,49.07,196.28
TI00001643,T0000533,P000003,1,10.3,10.3
TI00001644,T0000533,P000020,3,58.91,176.73
TI00001645,T0000533,P000006,4,9.16,36.64
TI00001646,T0000534,P000013,1,13.19,13.19
TI00001647,T0000534,P000017,2,43.77,87.54
TI00001648,T0000535,P000012,1,42.38,42.38
TI00001649,T0000535,P000005,1,49.07,49.07
TI00001650,T0000535,P000001,4,27.25,109.0
TI00001651,T0000536,P000018,1,32.67,32.67
TI00001652,T0000536,P000016,4,49.09,196.36
TI00001653,T0000537,P000013,3,13.19,39.57
TI00001654,T0000538,P000017,2,43.77,87.54
TI00001655,T0000538,P000018,2,32.67,65.34
TI00001656,T0000538,P000012,2,42.38,84.76
TI00001657,T0000538,P000009,4,33.09,132.36
TI00001658,T0000539,P000010,4,43.23,172.92
TI00001659,T0000539,P000016,1,49.09,49.09
TI00001660,T0000539,P000015,1,49.37,49.37
TI00001661,T0000540,P000015,4,49.37,197.48
TI00001662,T0000540,P000016,3,49.09,147.27
TI00001663,T0000540,P000020,3,58.91,176.73
TI00001664,T0000540,P000005,4,49.07,196.28
TI00001665,T0000540,P000001,2,27.25,54.5
TI00001666,T0000541,P000008,3,52.62,157.86
TI00001667,T0000541,P000010,3,43.23,129.69
TI00001668,T0000541,P000003,3,10.3,30.9
TI00001669,T0000542,P000012,4,42.38,169.52
TI00001670,T0000542,P000020,4,58.91,235.64
TI00001671,T0000542,P000005,4,49.07,196.28
TI00001672,T0000543,P000002,2,56.39,112.78
TI00001673,T0000543,P000005,3,49.07,147.21
TI00001674,T0000543,P000004,2,39.36,78.72
TI00001675,T0000543,P000006,3,9.16,27.48
TI00001676,T0000543,P000017,2,43.77,87.54
TI00001677,T0000544,P000010,1,43.23,43.23
TI00001678,T0000544,P000017,1,43.77,43.77
TI00001679,T0000544,P000011,3,19.19,57.57
TI00001680,T0000544,P000014,2,24.75,49.5
TI00001681,T0000544,P000019,3,32.28,96.84
TI00001682,T0000545,P000003,4,10.3,41.2
TI00001683,T0000545,P000004,3,39.36,118.08
TI00001684,T0000545,P000012,3,42.38,127.14
TI00001685,T0000545,P000016,3,49.09,147.27
TI00001686,T0000545,P000017,3,43.77,131.31
TI00001687,T0000546,P000010,3,43.23,129.69
TI00001688,T0000546,P000007,2,44.35,88.7
TI00001689,T0000546,P000020,2,58.91,117.82
TI00001690,T0000547,P000014,4,24.75,99.0
TI00001691,T0000547,P000013,4,13.19,52.76
TI00001692,T0000548,P000017,1,43.77,43.77
TI00001693,T0000548,P000003,2,10.3,20.6
TI00001694,T0000548,P000007,1,44.35,44.35
TI00001695,T0000548,P000009,4,33.09,132.36
TI00001696,T0000548,P000008,3,52.62,157.86
TI00001697,T0000549,P000009,1,33.09,33.09
TI00001698,T0000549,P000001,2,27.25,54.5
TI00001699,T0000549,P000015,1,49.37,49.37
TI00001700,T0000550,P000006,3,9.16,27.48
TI00001701,T0000550,P000017,2,43.77,87.54
TI00001702,T0000550,P000008,4,52.62,210.48
TI00001703,T0000550,P000015,4,49.37,197.48
TI00001704,T0000550,P000010,2,43.23,86.46
TI00001705,T0000551,P000006,4,9.16,36.64
TI00001706,T0000551,P000012,2,42.38,84.76
TI00001707,T0000551,P000010,3,43.23,129.69
TI00001708,T0000551,P000018,3,32.67,98.01
TI00001709,T0000552,P000019,1,32.28,32.28
TI00001710,T0000552,P000013,4,13.19,52.76
TI00001711,T0000552,P000012,2,42.38,84.76
TI00001712,T0000553,P000009,3,33.09,99.27
TI00001713,T0000553,P000002,3,56.39,169.17
TI00001714,T0000554,P000005,4,49.07,196.28
TI00001715,T0000555,P000017,4,43.77,175.08
TI00001716,T0000556,P000016,1,49.09,49.09
TI00001717,T0000556,P000003,3,10.3,30.9
TI00001718,T0000556,P000004,1,39.36,39.36
TI00001719,T0000557,P000019,1,32.28,32.28
TI00001720,T0000557,P000009,2,33.09,66.18
TI00001721,T0000557,P000017,2,43.77,87.54
TI00001722,T0000557,P000020,2,58.91,117.82
TI00001723,T0000558,P000008,3,52.62,157.86
TI00001724,T0000559,P000014,2,24.75,49.5
TI00001725,T0000559,P000012,4,42.38,169.52
TI00001726,T0000559,P000004,3,39.36,118.08
TI00001727,T0000559,P000016,1,49.09,49.09
TI00001728,T0000560,P000019,1,32.28,32.28
TI00001729,T0000560,P000009,1,33.09,33.09
TI00001730,T0000560,P000013,1,13.19,13.19
TI00001731,T0000561,P000009,2,33.09,66.18
TI00001732,T0000561,P000001,2,27.25,54.5
TI00001733,T0000562,P000001,4,27.25,109.0
TI00001734,T0000562,P000019,1,32.28,32.28
TI00001735,T0000562,P000012,3,42.38,127.14
TI00001736,T0000563,P000016,3,49.09,147.27
TI00001737,T0000563,P000020,1,58.91,58.91
TI00001738,T0000564,P000008,4,52.62,210.48
TI00001739,T0000564,P000011,3,19.19,57.57
TI00001740,T0000564,P000001,3,27.25,81.75
TI00001741,T0000564,P000004,1,39.36,39.36
TI00001742,T0000565,P000020,2,58.91,117.82
TI00001743,T0000565,P000006,4,9.16,36.64
TI00001744,T0000566,P000004,1,39.36,39.36
TI00001745,T0000566,P000009,4,33.09,132.36
TI00001746,T0000566,P000017,3,43.77,131.31
TI00001747,T0000566,P000014,3,24.75,74.25
TI00001748,T0000567,P000014,3,24.75,74.25
TI00001749,T0000567,P000001,3,27.25,81.75
TI00001750,T0000567,P000011,2,19.19,38.38
TI00001751,T0000568,P000002,4,56.39,225.56
TI00001752,T0000568,P000013,2,13.19,26.38
TI00001753,T0000569,P000005,3,49.07,147.21
TI00001754,T0000570,P000012,3,42.38,127.14
TI00001755,T0000571,P000008,4,52.62,210.48
TI00001756,T0000571,P000014,3,24.75,74.25
TI00001757,T0000571,P000019,2,32.28,64.56
TI00001758,T0000571,P000005,4,49.07,196.28
TI00001759,T0000571,P000012,3,42.38,127.14
TI00001760,T0000572,P000013,3,13.19,39.57
TI00001761,T0000573,P000007,4,44.35,177.4
TI00001762,T0000573,P000015,4,49.37,197.48
TI00001763,T0000573,P000017,4,43.77,175.08
TI00001764,T0000573,P000002,1,56.39,56.39
TI00001765,T0000574,P000001,1,27.25,27.25
TI00001766,T0000574,P000009,3,33.09,99.27
TI00001767,T0000575,P000011,1,19.19,19.19
TI00001768,T0000575,P000014,1,24.75,24.75
TI00001769,T0000576,P000005,4,49.07,196.28
TI00001770,T0000576,P000007,3,44.35,133.05
TI00001771,T0000576,P000001,2,27.25,54.5
TI00001772,T0000577,P000010,4,43.23,172.92
TI00001773,T0000577,P000005,2,49.07,98.14
TI00001774,T0000577,P000014,1,24.75,24.75
TI00001775,T0000577,P000002,1,56.39,56.39
TI00001776,T0000577,P000003,2,10.3,20.6
TI00001777,T0000578,P000014,3,24.75,74.25
TI00001778,T0000579,P000001,3,27.25,81.75
TI00001779,T0000579,P000002,4,56.39,225.56
TI00001780,T0000579,P000019,2,32.28,64.56
TI00001781,T0000580,P000010,1,43.23,43.23
TI00001782,T0000580,P000007,3,44.35,133.05
TI00001783,T0000581,P000006,4,9.16,36.64
TI00001784,T0000581,P000017,4,43.77,175.08
TI00001785,T0000581,P000009,4,33.09,132.36
TI00001786,T0000582,P000004,3,39.36,118.08
TI00001787,T0000582,P000019,4,32.28,129.12
TI00001788,T0000583,P000007,3,44.35,133.05
TI00001789,T0000583,P000004,1,39.36,39.36
TI00001790,T0000583,P000008,3,52.62,157.86
TI00001791,T0000583,P000002,1,56.39,56.39
TI00001792,T0000583,P000010,4,43.23,172.92
TI00001793,T0000584,P000015,2,49.37,98.74
TI00001794,T0000584,P000004,4,39.36,157.44
TI00001795,T0000585,P000004,4,39.36,157.44
TI00001796,T0000585,P000011,3,19.19,57.57
TI00001797,T0000585,P000017,1,43.77,43.77
TI00001798,T0000586,P000013,2,13.19,26.38
TI00001799,T0000586,P000006,3,9.16,27.48
TI00001800,T0000586,P000017,3,43.77,131.31
TI00001801,T0000586,P000012,2,42.38,84.76
TI00001802,T0000586,P000016,2,49.09,98.18
TI00001803,T0000587,P000016,2,49.09,98.18
TI00001804,T0000587,P000018,4,32.67,130.68
TI00001805,T0000587,P000007,2,44.35,88.7
TI00001806,T0000588,P000009,1,33.09,33.09
TI00001807,T0000588,P000018,4,32.67,130.68
TI00001808,T0000588,P000002,2,56.39,112.78
TI00001809,T0000589,P000001,4,27.25,109.0
TI00001810,T0000589,P000009,1,33.09,33.09
TI00001811,T0000589,P000007,4,44.35,177.4
TI00001812,T0000589,P000010,2,43.23,86.46
TI00001813,T0000590,P000018,2,32.67,65.34
TI00001814,T0000590,P000013,3,13.19,39.57
TI00001815,T0000590,P000005,1,49.07,49.07
TI00001816,T0000590,P000019,1,32.28,32.28
TI00001817,T0000591,P000005,4,49.07,196.28
TI00001818,T0000591,P000006,1,9.16,9.16
TI00001819,T0000591,P000001,4,27.25,109.0
TI00001820,T0000591,P000019,4,32.28,129.12
TI00001821,T0000591,P000003,2,10.3,20.6
TI00001822,T0000592,P000006,2,9.16,18.32
TI00001823,T0000592,P000001,4,27.25,109.0
TI00001824,T0000592,P000009,2,33.09,66.18
TI00001825,T0000593,P000004,3,39.36,118.08
TI00001826,T0000593,P000005,3,49.07,147.21
TI00001827,T0000593,P000009,3,33.09,99.27
TI00001828,T0000593,P000002,1,56.39,56.39
TI00001829,T0000593,P000017,2,43.77,87.54
TI00001830,T0000594,P000001,2,27.25,54.5
TI00001831,T0000594,P000003,3,10.3,30.9
TI00001832,T0000594,P000019,4,32.28,129.12
TI00001833,T0000594,P000016,3,49.09,147.27
TI00001834,T0000595,P000002,2,56.39,112.78
TI00001835,T0000595,P000007,4,44.35,177.4
TI00001836,T0000596,P000015,2,49.37,98.74
TI00001837,T0000596,P000013,4,13.19,52.76
TI00001838,T0000597,P000014,3,24.75,74.25
TI00001839,T0000598,P000018,4,32.67,130.68
TI00001840,T0000599,P000002,1,56.39,56.39
TI00001841,T0000600,P000015,3,49.37,148.11
TI00001842,T0000600,P000010,2,43.23,86.46
TI00001843,T0000600,P000017,2,43.77,87.54
TI00001844,T0000600,P000011,1,19.19,19.19
TI00001845,T0000601,P000004,2,39.36,78.72
TI00001846,T0000601,P000010,3,43.23,129.69
TI00001847,T0000602,P000002,1,56.39,56.39
TI00001848,T0000602,P000019,3,32.28,96.84
TI00001849,T0000603,P000008,1,52.62,52.62
TI00001850,T0000603,P000020,4,58.91,235.64
TI00001851,T0000603,P000013,3,13.19,39.57
TI00001852,T0000604,P000007,2,44.35,88.7
TI00001853,T0000604,P000004,4,39.36,157.44
TI00001854,T0000604,P000005,3,49.07,147.21
TI00001855,T0000605,P000006,2,9.16,18.32
TI00001856,T0000606,P000005,2,49.07,98.14
TI00001857,T0000607,P000018,1,32.67,32.67
TI00001858,T0000607,P000002,2,56.39,112.78
TI00001859,T0000607,P000020,3,58.91,176.73
TI00001860,T0000607,P000016,4,49.09,196.36
TI00001861,T0000607,P000001,1,27.25,27.25
TI00001862,T0000608,P000002,3,56.39,169.17
TI00001863,T0000608,P000010,4,43.23,172.92
TI00001864,T0000608,P000011,4,19.19,76.76
TI00001865,T0000608,P000019,2,32.28,64.56
TI00001866,T0000608,P000009,1,33.09,33.09
TI00001867,T0000609,P000019,1,32.28,32.28
TI00001868,T0000609,P000004,2,39.36,78.72
TI00001869,T0000609,P000020,3,58.91,176.73
TI00001870,T0000609,P000016,3,49.09,147.27
TI00001871,T0000610,P000014,1,24.75,24.75
TI00001872,T0000611,P000015,4,49.37,197.48
TI00001873,T0000611,P000020,4,58.91,235.64
TI00001874,T0000611,P000017,3,43.77,131.31
TI00001875,T0000612,P000004,3,39.36,118.08
TI00001876,T0000612,P000009,4,33.09,132.36
TI00001877,T0000613,P000006,1,9.16,9.16
TI00001878,T0000613,P000012,2,42.38,84.76
TI00001879,T0000613,P000007,3,44.35,133.05
TI00001880,T0000613,P000015,3,49.37,148.11
TI00001881,T0000614,P000006,2,9.16,18.32
TI00001882,T0000614,P000001,2,27.25,54.5
TI00001883,T0000614,P000009,4,33.09,132.36
TI00001884,T0000614,P000018,4,32.67,130.68
TI00001885,T0000614,P000010,1,43.23,43.23
TI00001886,T0000615,P000013,1,13.19,13.19
TI00001887,T0000615,P000006,4,9.16,36.64
TI00001888,T0000615,P000016,4,49.09,196.36
TI00001889,T0000616,P000017,1,43.77,43.77
TI00001890,T0000616,P000011,1,19.19,19.19
TI00001891,T0000616,P000013,1,13.19,13.19
TI00001892,T0000616,P000006,3,9.16,27.48
TI00001893,T0000617,P000016,1,49.09,49.09
TI00001894,T0000617,P000007,2,44.35,88.7
TI00001895,T0000617,P000013,4,13.19,52.76
TI00001896,T0000617,P000004,2,39.36,78.72
TI00001897,T0000617,P000010,2,43.23,86.46
TI00001898,T0000618,P000017,4,43.77,175.08
TI00001899,T0000618,P000014,2,24.75,49.5
TI00001900,T0000618,P000005,3,49.07,147.21
TI00001901,T0000618,P000015,2,49.37,98.74
TI00001902,T0000619,P000007,3,44.35,133.05
TI00001903,T0000619,P000001,3,27.25,81.75
TI00001904,T0000619,P000009,2,33.09,66.18
TI00001905,T0000619,P000013,3,13.19,39.57
TI00001906,T0000620,P000016,3,49.09,147.27
TI00001907,T0000621,P000015,3,49.37,148.11
TI00001908,T0000621,P000016,3,49.09,147.27
TI00001909,T0000621,P000013,1,13.19,13.19
TI00001910,T0000622,P000008,1,52.62,52.62
TI00001911,T0000622,P000009,1,33.09,33.09
TI00001912,T0000623,P000004,4,39.36,157.44
TI00001913,T0000623,P000020,2,58.91,117.82
TI00001914,T0000623,P000005,4,49.07,196.28
TI00001915,T0000623,P000012,2,42.38,84.76
TI00001916,T0000624,P000008,4,52.62,210.48
TI00001917,T0000624,P000017,4,43.77,175.08
TI00001918,T0000625,P000014,4,24.75,99.0
TI00001919,T0000625,P000004,2,39.36,78.72
TI00001920,T0000626,P000017,3,43.77,131.31
TI00001921,T0000627,P000003,1,10.3,10.3
TI00001922,T0000627,P000013,1,13.19,13.19
TI00001923,T0000627,P000005,3,49.07,147.21
TI00001924,T0000627,P000019,3,32.28,96.84
TI00001925,T0000627,P000011,3,19.19,57.57
TI00001926,T0000628,P000006,3,9.16,27.48
TI00001927,T0000628,P000003,2,10.3,20.6
TI00001928,T0000628,P000012,3,42.38,127.14
TI00001929,T0000628,P000002,4,56.39,225.56
TI00001930,T0000629,P000019,2,32.28,64.56
TI00001931,T0000630,P000002,2,56.39,112.78
TI00001932,T0000631,P000002,3,56.39,169.17
TI00001933,T0000631,P000009,2,33.09,66.18
TI00001934,T0000631,P000010,1,43.23,43.23
TI00001935,T0000631,P000018,2,32.67,65.34
TI00001936,T0000631,P000001,2,27.25,54.5
TI00001937,T0000632,P000004,1,39.36,39.36
TI00001938,T0000632,P000007,3,44.35,133.05
TI00001939,T0000632,P000005,1,49.07,49.07
TI00001940,T0000633,P000020,3,58.91,176.73
TI00001941,T0000633,P000005,4,49.07,196.28
TI00001942,T0000633,P000003,4,10.3,41.2
TI00001943,T0000634,P000006,2,9.16,18.32
TI00001944,T0000635,P000013,1,13.19,13.19
TI00001945,T0000635,P000017,1,43.77,43.77
TI00001946,T0000635,P000003,2,10.3,20.6
TI00001947,T0000635,P000020,3,58.91,176.73
TI00001948,T0000635,P000016,3,49.09,147.27
TI00001949,T0000636,P000017,3,43.77,131.31
TI00001950,T0000637,P000007,4,44.35,177.4
TI00001951,T0000637,P000008,4,52.62,210.48
TI00001952,T0000637,P000001,2,27.25,54.5
TI00001953,T0000637,P000009,3,33.09,99.27
TI00001954,T0000637,P000014,4,24.75,99.0
TI00001955,T0000638,P000013,1,13.19,13.19
TI00001956,T0000638,P000017,2,43.77,87.54
TI00001957,T0000638,P000009,3,33.09,99.27
TI00001958,T0000638,P000002,3,56.39,169.17
TI00001959,T0000638,P000006,4,9.16,36.64
TI00001960,T0000639,P000017,1,43.77,43.77
TI00001961,T0000639,P000008,1,52.62,52.62
TI00001962,T0000640,P000005,3,49.07,147.21
TI00001963,T0000640,P000002,4,56.39,225.56
TI00001964,T0000640,P000013,4,13.19,52.76
TI00001965,T0000641,P000009,3,33.09,99.27
TI00001966,T0000641,P000020,1,58.91,58.91
TI00001967,T0000641,P000019,1,32.28,32.28
TI00001968,T0000641,P000015,1,49.37,49.37
TI00001969,T0000642,P000012,4,42.38,169.52
TI00001970,T0000643,P000001,2,27.25,54.5
TI00001971,T0000643,P000003,1,10.3,10.3
TI00001972,T0000643,P000002,3,56.39,169.17
TI00001973,T0000644,P000018,3,32.67,98.01
TI00001974,T0000644,P000010,3,43.23,129.69
TI00001975,T0000645,P000007,3,44.35,133.05
TI00001976,T0000645,P000019,2,32.28,64.56
TI00001977,T0000645,P000018,1,32.67,32.67
TI00001978,T0000645,P000001,4,27.25,109.0
TI00001979,T0000645,P000006,2,9.16,18.32
TI00001980,T0000646,P000014,1,24.75,24.75
TI00001981,T0000647,P000012,2,42.38,84.76
TI00001982,T0000647,P000002,4,56.39,225.56
TI00001983,T0000648,P000018,3,32.67,98.01
TI00001984,T0000649,P000011,4,19.19,76.76
TI00001985,T0000649,P000015,2,49.37,98.74
TI00001986,T0000649,P000014,1,24.75,24.75
TI00001987,T0000649,P000005,3,49.07,147.21
TI00001988,T0000649,P000016,1,49.09,49.09
TI00001989,T0000650,P000002,1,56.39,56.39
TI00001990,T0000650,P000020,2,58.91,117.82
TI00001991,T0000650,P000007,2,44.35,88.7
TI00001992,T0000651,P000009,3,33.09,99.27
TI00001993,T0000651,P000011,1,19.19,19.19
TI00001994,T0000651,P000002,3,56.39,169.17
TI00001995,T0000651,P000012,2,42.38,84.76
TI00001996,T0000652,P000014,3,24.75,74.25
TI00001997,T0000652,P000018,2,32.67,65.34
TI00001998,T0000652,P000011,3,19.19,57.57
TI00001999,T0000652,P000002,2,56.39,112.78
TI00002000,T0000653,P000016,4,49.09,196.36
TI00002001,T0000654,P000001,1,27.25,27.25
TI00002002,T0000654,P000019,1,32.28,32.28
TI00002003,T0000654,P000009,1,33.09,33.09
TI00002004,T0000654,P000011,3,19.19,57.57
TI00002005,T0000655,P000017,3,43.77,131.31
TI00002006,T0000655,P000013,4,13.19,52.76
TI00002007,T0000655,P000016,4,49.09,196.36
TI00002008,T0000655,P000011,4,19.19,76.76
TI00002009,T0000656,P000006,4,9.16,36.64
TI00002010,T0000656,P000013,1,13.19,13.19
TI00002011,T0000656,P000009,1,33.09,33.09
TI00002012,T0000656,P000016,4,49.09,196.36
TI00002013,T0000657,P000005,3,49.07,147.21
TI00002014,T0000658,P000001,4,27.25,109.0
TI00002015,T0000658,P000012,3,42.38,127.14
TI00002016,T0000658,P000007,3,44.35,133.05
TI00002017,T0000658,P000004,4,39.36,157.44
TI00002018,T0000659,P000018,1,32.67,32.67
TI00002019,T0000659,P000012,2,42.38,84.76
TI00002020,T0000659,P000002,4,56.39,225.56
TI00002021,T0000659,P000010,3,43.23,129.69
TI00002022,T0000659,P000007,1,44.35,44.35
TI00002023,T0000660,P000014,3,24.75,74.25
TI00002024,T0000660,P000003,4,10.3,41.2
TI00002025,T0000660,P000008,2,52.62,105.24
TI00002026,T0000660,P000001,4,27.25,109.0
TI00002027,T0000661,P000002,4,56.39,225.56
TI00002028,T0000662,P000004,2,39.36,78.72
TI00002029,T0000662,P000008,2,52.62,105.24
TI00002030,T0000662,P000005,4,49.07,196.28
TI00002031,T0000662,P000013,3,13.19,39.57
TI00002032,T0000663,P000013,2,13.19,26.38
TI00002033,T0000664,P000015,4,49.37,197.48
TI00002034,T0000664,P000012,3,42.38,127.14
TI00002035,T0000664,P000008,4,52.62,210.48
TI00002036,T0000664,P000011,1,19.19,19.19
TI00002037,T0000665,P000002,2,56.39,112.78
TI00002038,T0000666,P000013,4,13.19,52.76
TI00002039,T0000666,P000015,2,49.37,98.74
TI00002040,T0000666,P000012,1,42.38,42.38
TI00002041,T0000666,P000018,2,32.67,65.34
TI00002042,T0000667,P000007,3,44.35,133.05
TI00002043,T0000667,P000016,2,49.09,98.18
TI00002044,T0000667,P000018,3,32.67,98.01
TI00002045,T0000668,P000001,1,27.25,27.25
TI00002046,T0000668,P000020,2,58.91,117.82
TI00002047,T0000668,P000004,4,39.36,157.44
TI00002048,T0000669,P000016,2,49.09,98.18
TI00002049,T0000670,P000016,2,49.09,98.18
TI00002050,T0000670,P000011,3,19.19,57.57
TI00002051,T0000670,P000008,2,52.62,105.24
TI00002052,T0000671,P000003,1,10.3,10.3
TI00002053,T0000671,P000008,1,52.62,52.62
TI00002054,T0000672,P000020,1,58.91,58.91
TI00002055,T0000673,P000016,3,49.09,147.27
TI00002056,T0000674,P000009,1,33.09,33.09
TI00002057,T0000674,P000017,1,43.77,43.77
TI00002058,T0000674,P000011,4,19.19,76.76
TI00002059,T0000675,P000015,4,49.37,197.48
TI00002060,T0000675,P000017,4,43.77,175.08
TI00002061,T0000675,P000012,4,42.38,169.52
TI00002062,T0000676,P000010,3,43.23,129.69
TI00002063,T0000676,P000003,1,10.3,10.3
TI00002064,T0000677,P000009,1,33.09,33.09
TI00002065,T0000678,P000001,1,27.25,27.25
TI00002066,T0000678,P000002,1,56.39,56.39
TI00002067,T0000678,P000004,1,39.36,39.36
TI00002068,T0000678,P000019,3,32.28,96.84
TI00002069,T0000678,P000018,4,32.67,130.68
TI00002070,T0000679,P000003,1,10.3,10.3
TI00002071,T0000679,P000009,3,33.09,99.27
TI00002072,T0000679,P000008,3,52.62,157.86
TI00002073,T0000679,P000013,2,13.19,26.38
TI00002074,T0000680,P000019,4,32.28,129.12
TI00002075,T0000680,P000006,2,9.16,18.32
TI00002076,T0000681,P000016,3,49.09,147.27
TI00002077,T0000681,P000002,3,56.39,169.17
TI00002078,T0000682,P000020,4,58.91,235.64
TI00002079,T0000682,P000004,3,39.36,118.08
TI00002080,T0000682,P000018,4,32.67,130.68
TI00002081,T0000682,P000002,2,56.39,112.78
TI00002082,T0000683,P000016,4,49.09,196.36
TI00002083,T0000684,P000014,1,24.75,24.75
TI00002084,T0000684,P000019,3,32.28,96.84
TI00002085,T0000684,P000020,1,58.91,58.91
TI00002086,T0000685,P000008,2,52.62,105.24
TI00002087,T0000685,P000010,3,43.23,129.69
TI00002088,T0000686,P000009,3,33.09,99.27
TI00002089,T0000686,P000013,3,13.19,39.57
TI00002090,T0000686,P000006,1,9.16,9.16
TI00002091,T0000687,P000001,1,27.25,27.25
TI00002092,T0000687,P000007,3,44.35,133.05
TI00002093,T0000687,P000006,1,9.16,9.16
TI00002094,T0000687,P000012,4,42.38,169.52
TI00002095,T0000688,P000014,2,24.75,49.5
TI00002096,T0000688,P000019,3,32.28,96.84
TI00002097,T0000688,P000005,4,49.07,196.28
TI00002098,T0000688,P000011,2,19.19,38.38
TI00002099,T0000688,P000015,4,49.37,197.48
TI00002100,T0000689,P000002,3,56.39,169.17
TI00002101,T0000690,P000016,4,49.09,196.36
TI00002102,T0000690,P000008,2,52.62,105.24
TI00002103,T0000691,P000019,3,32.28,96.84
TI00002104,T0000691,P000008,3,52.62,157.86
TI00002105,T0000692,P000008,3,52.62,157.86
TI00002106,T0000692,P000007,1,44.35,44.35
TI00002107,T0000692,P000002,4,56.39,225.56
TI00002108,T0000692,P000014,4,24.75,99.0
TI00002109,T0000692,P000006,4,9.16,36.64
TI00002110,T0000693,P000004,4,39.36,157.44
TI00002111,T0000693,P000001,1,27.25,27.25
TI00002112,T0000694,P000004,1,39.36,39.36
TI00002113,T0000694,P000016,1,49.09,49.09
TI00002114,T0000694,P000011,4,19.19,76.76
TI00002115,T0000694,P000020,3,58.91,176.73
TI00002116,T0000695,P000014,2,24.75,49.5
TI00002117,T0000695,P000010,4,43.23,172.92
TI00002118,T0000695,P000018,1,32.67,32.67
TI00002119,T0000696,P000015,4,49.37,197.48
TI00002120,T0000696,P000012,1,42.38,42.38
TI00002121,T0000697,P000006,4,9.16,36.64
TI00002122,T0000697,P000013,2,13.19,26.38
TI00002123,T0000697,P000011,2,19.19,38.38
TI00002124,T0000697,P000012,4,42.38,169.52
TI00002125,T0000697,P000002,1,56.39,56.39
TI00002126,T0000698,P000015,1,49.37,49.37
TI00002127,T0000698,P000017,2,43.77,87.54
TI00002128,T0000698,P000003,2,10.3,20.6
TI00002129,T0000699,P000015,1,49.37,49.37
TI00002130,T0000699,P000001,1,27.25,27.25
TI00002131,T0000699,P000013,1,13.19,13.19
TI00002132,T0000699,P000008,3,52.62,157.86
TI00002133,T0000700,P000019,3,32.28,96.84
TI00002134,T0000701,P000005,1,49.07,49.07
TI00002135,T0000701,P000010,3,43.23,129.69
TI00002136,T0000701,P000003,3,10.3,30.9
TI00002137,T0000701,P000009,4,33.09,132.36
TI00002138,T0000701,P000015,2,49.37,98.74
TI00002139,T0000702,P000004,3,39.36,118.08
TI00002140,T0000702,P000014,1,24.75,24.75
TI00002141,T0000702,P000006,2,9.16,18.32
TI00002142,T0000702,P000018,3,32.67,98.01
TI00002143,T0000702,P000007,2,44.35,88.7
TI00002144,T0000703,P000017,1,43.77,43.77
TI00002145,T0000703,P000016,1,49.09,49.09
TI00002146,T0000703,P000004,4,39.36,157.44
TI00002147,T0000704,P000007,3,44.35,133.05
TI00002148,T0000704,P000018,3,32.67,98.01
TI00002149,T0000705,P000020,3,58.91,176.73
