store_id,store_name,city,state,region,store_type,open_date,active_status
ST0287,HealthMart Gainesville #287,Gainesville,FL,North Florida,Retail,2014-12-08,Active
ST0288,HealthMart Gainesville #288,Gainesville,FL,North Florida,Retail,2022-01-18,Active
ST0289,HealthMart Gainesville #289,Gainesville,FL,North Florida,Retail,2018-08-21,Active
ST0290,HealthMart Gainesville #290,Gainesville,FL,North Florida,Pharmacy Plus,2019-04-18,Inactive
ST0291,HealthMart Gainesville #291,Gainesville,FL,North Florida,Retail,2016-06-07,Active
ST0292,HealthMart Gainesville #292,Gainesville,FL,North Florida,Retail,2015-02-11,Inactive
ST0293,HealthMart Gainesville #293,Gainesville,FL,North Florida,Retail,2015-03-22,Active
ST0294,HealthMart Gainesville #294,Gainesville,FL,North Florida,Pharmacy Plus,2012-08-31,Inactive
ST0295,HealthMart Gainesville #295,Gainesville,FL,North Florida,Retail,2021-10-28,Active
ST0296,HealthMart Gainesville #296,Gainesville,FL,North Florida,Retail,2014-06-08,Active
ST0297,HealthMart Gainesville #297,Gainesville,FL,North Florida,Retail,2017-08-15,Inactive
ST0298,HealthMart Gainesville #298,Gainesville,FL,North Florida,Retail,2024-02-13,Inactive
ST0299,HealthMart Gainesville #299,Gainesville,FL,North Florida,Pharmacy Plus,2017-04-02,Active
ST0300,HealthMart Gainesville #300,Gainesville,FL,North Florida,Retail,2016-01-19,Inactive
ST0301,HealthMart Gainesville #301,Gainesville,FL,North Florida,Retail,2011-11-26,Inactive
ST0302,HealthMart Gainesville #302,Gainesville,FL,North Florida,Pharmacy Plus,2012-12-17,Inactive
ST0303,HealthMart Gainesville #303,Gainesville,FL,North Florida,Pharmacy Plus,2012-04-22,Active
ST0304,HealthMart Gainesville #304,Gainesville,FL,North Florida,Retail,2021-11-15,Inactive
ST0305,HealthMart Gainesville #305,Gainesville,FL,North Florida,Pharmacy Plus,2012-07-08,Active
ST0306,HealthMart Tallahassee #306,Tallahassee,FL,North Florida,Retail,2016-03-18,Inactive
ST0307,HealthMart Tallahassee #307,Tallahassee,FL,North Florida,Retail,2017-09-12,Active
ST0308,HealthMart Tallahassee #308,Tallahassee,FL,North Florida,Retail,2017-01-31,Active
ST0309,HealthMart Tallahassee #309,Tallahassee,FL,North Florida,Retail,2020-11-11,Active
ST0310,HealthMart Tallahassee #310,Tallahassee,FL,North Florida,Pharmacy Plus,2021-09-29,Active
ST0311,HealthMart Tallahassee #311,Tallahassee,FL,North Florida,Retail,2018-03-29,Active
ST0312,HealthMart Tallahassee #312,Tallahassee,FL,North Florida,Retail,2023-06-12,Active
ST0313,HealthMart Tallahassee #313,Tallahassee,FL,North Florida,Retail,2020-05-01,Active
ST0314,HealthMart Tallahassee #314,Tallahassee,FL,North Florida,Retail,2016-06-08,Active
ST0315,HealthMart Tallahassee #315,Tallahassee,FL,North Florida,Retail,2013-10-28,Active
ST0316,HealthMart Tallahassee #316,Tallahassee,FL,North Florida,Retail,2017-09-23,Inactive
ST0317,HealthMart Tallahassee #317,Tallahassee,FL,North Florida,Retail,2013-06-07,Active
ST0318,HealthMart Tallahassee #318,Tallahassee,FL,North Florida,Retail,2023-02-28,Inactive
ST0319,HealthMart Tallahassee #319,Tallahassee,FL,North Florida,Retail,2013-05-15,Active
ST0320,HealthMart Tallahassee #320,Tallahassee,FL,North Florida,Pharmacy Plus,2021-01-20,Active
ST0321,HealthMart Tallahassee #321,Tallahassee,FL,North Florida,Retail,2021-03-13,Inactive
ST0322,HealthMart Naples #322,Naples,FL,West Florida,Pharmacy Plus,2011-10-24,Active
ST0323,HealthMart Naples #323,Naples,FL,West Florida,Retail,2021-07-06,Active
ST0324,HealthMart Naples #324,Naples,FL,West Florida,Retail,2012-12-29,Inactive
ST0325,HealthMart Naples #325,Naples,FL,West Florida,Pharmacy Plus,2020-07-05,Inactive
ST0326,HealthMart Naples #326,Naples,FL,West Florida,Retail,2020-01-09,Active
ST0327,HealthMart Naples #327,Naples,FL,West Florida,Retail,2012-08-17,Inactive
ST0328,HealthMart Naples #328,Naples,FL,West Florida,Retail,2023-01-09,Active
ST0329,HealthMart Naples #329,Naples,FL,West Florida,Retail,2025-01-22,Active
ST0330,HealthMart Naples #330,Naples,FL,West Florida,Retail,2024-12-09,Active
ST0331,HealthMart Naples #331,Naples,FL,West Florida,Retail,2021-05-20,Active
ST0332,HealthMart Naples #332,Naples,FL,West Florida,Pharmacy Plus,2025-03-29,Active
ST0333,HealthMart Naples #333,Naples,FL,West Florida,Retail,2013-12-07,Active
ST0334,HealthMart Naples #334,Naples,FL,West Florida,Retail,2019-10-08,Inactive
ST0335,HealthMart Naples #335,Naples,FL,West Florida,Retail,2025-02-26,Active
ST0336,HealthMart Naples #336,Naples,FL,West Florida,Retail,2014-10-06,Active
ST0337,HealthMart Naples #337,Naples,FL,West Florida,Retail,2018-10-09,Active
ST0338,HealthMart Naples #338,Naples,FL,West Florida,Retail,2015-09-20,Active
ST0339,HealthMart Naples #339,Naples,FL,West Florida,Retail,2021-11-08,Active
ST0340,HealthMart Naples #340,Naples,FL,West Florida,Retail,2014-06-14,Active
ST0341,HealthMart Naples #341,Naples,FL,West Florida,Retail,2017-03-30,Inactive
ST0342,HealthMart Naples #342,Naples,FL,West Florida,Retail,2025-04-12,Active
ST0343,HealthMart Naples #343,Naples,FL,West Florida,Retail,2018-11-08,Active
ST0344,HealthMart Naples #344,Naples,FL,West Florida,Retail,2015-12-08,Active
ST0345,HealthMart Naples #345,Naples,FL,West Florida,Retail,2019-02-03,Inactive
ST0346,HealthMart Naples #346,Naples,FL,West Florida,Retail,2018-11-28,Active
ST0347,HealthMart Naples #347,Naples,FL,West Florida,Pharmacy Plus,2022-01-18,Active
ST0348,HealthMart Naples #348,Naples,FL,West Florida,Retail,2016-07-11,Active
ST0349,HealthMart Naples #349,Naples,FL,West Florida,Retail,2022-12-24,Active
ST0350,HealthMart Naples #350,Naples,FL,West Florida,Pharmacy Plus,2017-01-27,Active
ST0351,HealthMart Naples #351,Naples,FL,West Florida,Retail,2021-02-13,Active
ST0352,HealthMart Naples #352,Naples,FL,West Florida,Pharmacy Plus,2017-05-28,Active
