loyalty_id,customer_id,loyalty_tier,points_balance,enrollment_date,account_status
L001389,C001459,Silver,4481,2025-07-26,Active
L001390,C003289,Platinum,1952,2025-03-15,Inactive
L001391,C003065,Silver,4906,2025-09-02,Active
L001392,C009437,Silver,2158,2026-07-02,Active
L001393,C000775,Silver,391,2026-05-19,Inactive
L001394,C006833,Bronze,3858,2025-07-02,Active
L001395,C000872,Gold,8523,2023-03-25,Active
L001396,C008750,Silver,3752,2025-12-26,Active
L001397,C001264,Platinum,3854,2024-01-12,Active
L001398,C004834,Platinum,9193,2025-01-23,Inactive
L001399,C003895,Bronze,7442,2025-07-06,Active
L001400,C006324,Bronze,1560,2023-01-30,Active
L001401,C009213,Gold,8644,2026-04-02,Active
L001402,C007020,Platinum,9423,2026-05-21,Inactive
L001403,C001221,Gold,6252,2025-08-30,Active
L001404,C001447,Silver,6479,2026-03-29,Inactive
L001405,C003185,Bronze,6573,2024-02-13,Active
L001406,C000409,Silver,4076,2025-11-30,Active
L001407,C004345,Gold,5061,2026-05-13,Inactive
L001408,C003022,Gold,8147,2024-10-09,Active
L001409,C002304,Bronze,9228,2026-06-04,Active
L001410,C006272,Bronze,4041,2022-01-27,Active
L001411,C008281,Platinum,119,2024-02-07,Active
L001412,C006642,Platinum,8651,2026-04-03,Active
L001413,C006956,Bronze,8927,2023-07-24,Inactive
L001414,C002110,Platinum,7824,2025-03-08,Active
L001415,C005352,Silver,4103,2024-05-09,Active
L001416,C009684,Bronze,7329,2025-06-13,Active
L001417,C008344,Bronze,740,2025-04-06,Active
L001418,C004550,Gold,215,2025-09-15,Inactive
L001419,C001881,Bronze,7648,2025-10-02,Active
L001420,C005946,Bronze,7044,2025-01-17,Active
L001421,C001738,Bronze,8927,2026-01-22,Active
L001422,C007794,Bronze,2456,2025-11-23,Active
L001423,C005213,Platinum,5935,2026-01-30,Active
L001424,C003209,Silver,8072,2025-05-16,Active
L001425,C007083,Gold,6113,2023-10-21,Active
L001426,C002056,Bronze,2655,2025-07-27,Active
L001427,C001689,Platinum,4601,2024-08-08,Active
L001428,C004780,Bronze,7030,2026-05-24,Active
L001429,C007476,Silver,9503,2025-06-29,Active
L001430,C007877,Silver,5917,2026-01-29,Inactive
L001431,C006750,Silver,8827,2025-10-09,Active
L001432,C008556,Silver,7607,2023-10-02,Active
L001433,C008123,Silver,8169,2026-05-28,Active
L001434,C006991,Platinum,5551,2026-06-26,Inactive
L001435,C008267,Platinum,5290,2024-03-11,Active
L001436,C008540,Silver,8260,2026-03-10,Active
L001437,C003393,Platinum,5148,2024-05-05,Inactive
L001438,C006326,Silver,6078,2023-01-18,Active
L001439,C003529,Gold,2101,2024-05-09,Active
L001440,C004605,Platinum,1365,2024-12-27,Active
L001441,C007024,Gold,3296,2025-09-02,Active
L001442,C006322,Gold,265,2026-04-24,Active
L001443,C000746,Platinum,8952,2022-10-06,Inactive
L001444,C000711,Gold,5402,2025-11-25,Active
L001445,C000380,Bronze,5280,2026-03-17,Active
L001446,C008783,Gold,6381,2026-06-19,Active
L001447,C003012,Gold,4632,2022-01-20,Active
L001448,C008859,Silver,8694,2025-10-02,Active
L001449,C007153,Silver,6987,2025-03-04,Active
L001450,C008567,Silver,662,2025-07-29,Active
L001451,C003498,Silver,951,2025-12-17,Active
L001452,C003890,Silver,4388,2024-12-10,Active
L001453,C004485,Silver,539,2025-12-02,Active
L001454,C004012,Silver,6769,2026-06-28,Active
L001455,C002620,Silver,2579,2025-01-10,Inactive
L001456,C006671,Gold,9155,2026-02-28,Inactive
L001457,C006513,Platinum,6572,2025-06-25,Active
L001458,C003468,Bronze,1878,2025-11-28,Active
L001459,C001314,Silver,987,2023-05-04,Active
L001460,C008606,Bronze,2115,2026-05-08,Active
L001461,C002070,Platinum,2230,2026-04-26,Inactive
L001462,C002983,Silver,2638,2026-01-26,Inactive
L001463,C005915,Bronze,1772,2025-03-10,Active
L001464,C009171,Silver,3693,2023-07-19,Inactive
L001465,C001286,Silver,1619,2024-12-25,Active
L001466,C008991,Silver,1668,2026-05-07,Active
L001467,C008430,Silver,5073,2025-03-10,Active
L001468,C001350,Bronze,2442,2025-06-29,Active
L001469,C002612,Platinum,8810,2026-03-18,Inactive
L001470,C009495,Gold,795,2026-03-02,Active
L001471,C003669,Platinum,8155,2022-10-13,Active
L001472,C002222,Gold,7939,2025-06-30,Inactive
L001473,C000428,Bronze,4801,2025-12-17,Inactive
L001474,C000654,Silver,8976,2024-01-16,Active
L001475,C009914,Gold,9588,2024-11-03,Active
L001476,C003536,Bronze,6696,2025-06-09,Active
L001477,C007737,Platinum,1474,2026-06-28,Active
L001478,C003246,Gold,1011,2023-10-20,Inactive
L001479,C004741,Platinum,6754,2025-09-22,Active
L001480,C009069,Bronze,650,2026-04-05,Inactive
L001481,C004100,Silver,1132,2026-06-22,Inactive
L001482,C004101,Silver,302,2025-10-18,Active
L001483,C006960,Gold,2676,2022-12-31,Inactive
L001484,C000612,Gold,4631,2026-01-09,Inactive
L001485,C004289,Gold,8804,2026-03-18,Inactive
L001486,C008571,Bronze,2074,2025-03-11,Active
L001487,C009713,Bronze,1977,2023-05-06,Active
L001488,C001544,Bronze,1782,2026-06-27,Inactive
L001489,C009536,Silver,1623,2026-03-10,Inactive
L001490,C003854,Bronze,1136,2024-10-29,Inactive
L001491,C000555,Silver,3446,2023-10-15,Active
L001492,C006366,Silver,4499,2026-03-08,Active
L001493,C000512,Silver,8576,2026-02-04,Active
L001494,C003207,Platinum,8690,2026-07-04,Active
L001495,C008085,Silver,3597,2025-04-19,Active
L001496,C000968,Platinum,1465,2026-01-25,Inactive
L001497,C006044,Silver,5278,2026-02-05,Active
L001498,C006880,Gold,8401,2024-03-10,Active
L001499,C006776,Silver,7903,2022-09-15,Active
L001500,C003296,Gold,9141,2025-07-15,Active
L001501,C008702,Bronze,3322,2023-10-29,Active
L001502,C003430,Silver,3428,2024-11-20,Inactive
L001503,C008871,Silver,5892,2026-04-01,Active
L001504,C006963,Bronze,5847,2022-10-06,Active
L001505,C002089,Gold,7400,2025-08-14,Inactive
L001506,C008500,Gold,3233,2025-12-02,Active
L001507,C006163,Platinum,1194,2025-06-14,Active
L001508,C003211,Bronze,8579,2025-01-17,Active
L001509,C009201,Bronze,867,2021-12-31,Active
L001510,C006606,Gold,1435,2026-02-05,Inactive
L001511,C001110,Platinum,4927,2026-05-13,Active
L001512,C005729,Silver,8536,2025-02-17,Active
L001513,C007830,Bronze,6192,2024-11-14,Active
L001514,C001039,Bronze,9465,2025-05-11,Active
L001515,C001195,Gold,4425,2026-05-17,Active
L001516,C004475,Gold,3840,2024-01-21,Inactive
L001517,C009875,Bronze,9242,2024-11-08,Active
L001518,C002123,Bronze,954,2025-07-15,Active
L001519,C004983,Platinum,1458,2025-04-19,Active
L001520,C008974,Platinum,2250,2023-11-05,Active
L001521,C005701,Silver,1603,2026-05-05,Inactive
L001522,C000935,Gold,2163,2024-12-07,Active
L001523,C006102,Gold,4665,2023-09-30,Active
L001524,C004690,Gold,5585,2024-03-05,Inactive
L001525,C000395,Platinum,1458,2023-12-20,Active
L001526,C004686,Bronze,9366,2026-01-10,Active
L001527,C008777,Bronze,3279,2024-12-26,Active
L001528,C009166,Platinum,8943,2025-03-23,Active
L001529,C005981,Silver,1303,2026-03-04,Active
L001530,C009943,Platinum,7270,2023-10-29,Active
L001531,C002192,Bronze,4003,2025-12-16,Active
L001532,C001298,Gold,3094,2026-01-08,Active
L001533,C005045,Silver,5438,2025-11-05,Inactive
L001534,C001163,Gold,8943,2026-02-21,Inactive
L001535,C004255,Silver,4442,2024-10-22,Active
L001536,C006373,Bronze,2364,2026-06-02,Inactive
L001537,C001528,Gold,7066,2026-01-18,Active
L001538,C004343,Gold,2598,2025-03-25,Active
L001539,C002031,Gold,8430,2023-06-01,Active
L001540,C003061,Platinum,1905,2026-07-04,Active
L001541,C000059,Platinum,5783,2026-04-24,Active
L001542,C002406,Platinum,4679,2026-07-05,Active
L001543,C005007,Platinum,6529,2024-07-03,Active
L001544,C006158,Silver,8872,2024-12-16,Active
L001545,C007376,Silver,4480,2025-05-08,Active
L001546,C004507,Platinum,1923,2025-04-30,Inactive
L001547,C005215,Platinum,1748,2026-04-03,Active
L001548,C006030,Platinum,2896,2022-04-27,Active
L001549,C001781,Platinum,9697,2026-05-08,Active
L001550,C005448,Gold,6902,2026-04-28,Active
L001551,C004607,Bronze,306,2026-05-05,Inactive
L001552,C006915,Platinum,3337,2023-04-18,Inactive
L001553,C000677,Gold,2726,2026-02-17,Inactive
L001554,C003583,Gold,8427,2026-05-30,Inactive
L001555,C003654,Bronze,4063,2026-07-03,Active
L001556,C007921,Bronze,1251,2025-07-18,Active
L001557,C009500,Silver,1116,2026-06-23,Active
L001558,C002733,Bronze,1411,2026-03-13,Inactive
L001559,C004788,Bronze,2451,2026-01-14,Inactive
L001560,C002755,Bronze,5287,2025-09-03,Active
L001561,C002338,Gold,6657,2026-04-13,Active
L001562,C003644,Platinum,8741,2024-08-12,Inactive
L001563,C007738,Platinum,1392,2023-08-15,Active
L001564,C005517,Platinum,1751,2023-08-11,Active
L001565,C005247,Bronze,6940,2026-01-02,Active
L001566,C000867,Gold,2789,2026-05-21,Active
L001567,C004448,Platinum,2454,2025-07-01,Active
L001568,C005072,Platinum,2665,2023-11-01,Active
L001569,C004882,Gold,619,2026-07-05,Inactive
L001570,C009511,Platinum,7155,2024-08-11,Active
L001571,C003003,Bronze,7305,2026-05-17,Active
L001572,C002226,Platinum,1803,2025-05-27,Inactive
L001573,C009057,Silver,7688,2026-02-28,Inactive
L001574,C004827,Silver,3218,2025-08-07,Active
L001575,C007622,Platinum,8173,2026-01-15,Active
L001576,C009690,Bronze,2515,2023-10-30,Active
L001577,C005501,Bronze,5071,2024-10-26,Inactive
L001578,C009701,Silver,6133,2026-01-22,Active
L001579,C008479,Platinum,3100,2024-03-12,Inactive
L001580,C005503,Platinum,4190,2024-04-05,Active
L001581,C001211,Platinum,440,2024-04-27,Inactive
L001582,C009084,Gold,8826,2025-01-30,Active
L001583,C002289,Gold,2055,2024-06-15,Active
L001584,C002184,Bronze,7387,2026-01-19,Active
L001585,C002863,Gold,8387,2025-05-14,Active
L001586,C006862,Gold,4412,2025-09-22,Active
L001587,C002363,Bronze,8003,2025-11-24,Active
L001588,C008464,Gold,4245,2024-07-02,Inactive
L001589,C006333,Gold,2833,2026-03-20,Inactive
L001590,C004065,Bronze,9681,2022-12-21,Active
L001591,C009547,Platinum,981,2026-04-23,Active
L001592,C000618,Silver,4942,2026-06-29,Active
L001593,C003282,Silver,5482,2022-11-17,Inactive
L001594,C005227,Platinum,1603,2026-05-08,Active
L001595,C003398,Bronze,5384,2026-07-05,Active
L001596,C003066,Bronze,8015,2025-11-27,Active
L001597,C000767,Silver,4931,2025-09-24,Inactive
L001598,C007079,Gold,4451,2024-03-03,Active
L001599,C005280,Bronze,7569,2023-07-25,Active
L001600,C004150,Platinum,3725,2026-06-05,Inactive
L001601,C001145,Platinum,1606,2026-04-12,Active
L001602,C004249,Gold,6138,2022-09-26,Active
L001603,C004111,Bronze,2309,2026-06-28,Active
L001604,C000463,Bronze,3864,2026-02-27,Active
L001605,C002933,Bronze,6869,2025-11-27,Active
L001606,C004624,Bronze,4524,2026-02-08,Active
L001607,C003814,Bronze,5912,2026-07-06,Inactive
L001608,C006309,Gold,9667,2023-08-15,Active
L001609,C004342,Platinum,8444,2025-07-18,Active
L001610,C005301,Silver,951,2024-07-28,Inactive
L001611,C006805,Platinum,8357,2025-04-18,Active
L001612,C003283,Bronze,3235,2026-06-10,Active
L001613,C002575,Platinum,826,2025-05-26,Inactive
L001614,C007962,Gold,6435,2022-08-03,Inactive
L001615,C007880,Silver,4171,2023-12-28,Active
L001616,C000829,Platinum,2506,2026-02-15,Inactive
L001617,C006487,Bronze,2020,2026-05-31,Active
L001618,C007600,Silver,8945,2026-04-16,Active
L001619,C002541,Bronze,5832,2025-12-01,Active
L001620,C005747,Silver,6931,2023-02-18,Active
L001621,C008527,Silver,1294,2026-01-21,Active
L001622,C009567,Platinum,9170,2024-06-28,Active
L001623,C003743,Bronze,1033,2023-01-03,Inactive
L001624,C007499,Silver,2295,2026-02-06,Inactive
L001625,C003525,Bronze,7551,2026-04-12,Inactive
L001626,C000021,Silver,6543,2024-08-16,Active
L001627,C001916,Gold,1669,2025-12-10,Active
L001628,C006572,Bronze,4561,2026-05-05,Inactive
L001629,C009019,Bronze,1190,2025-05-31,Inactive
L001630,C002013,Silver,7332,2025-11-14,Inactive
L001631,C005406,Gold,3291,2026-06-25,Active
L001632,C001296,Bronze,8394,2026-04-01,Active
L001633,C003746,Platinum,9678,2023-06-06,Active
L001634,C000592,Silver,6829,2023-04-01,Active
L001635,C001407,Bronze,4871,2024-10-01,Active
L001636,C000222,Bronze,3163,2025-11-06,Inactive
L001637,C005618,Gold,1989,2024-09-05,Inactive
L001638,C006249,Platinum,8683,2022-08-25,Active
L001639,C004419,Bronze,690,2025-02-03,Active
L001640,C000859,Platinum,1981,2025-05-30,Active
L001641,C001784,Bronze,2111,2026-04-27,Active
L001642,C007260,Platinum,4497,2025-10-16,Inactive
L001643,C006857,Bronze,6336,2024-02-02,Active
L001644,C001955,Platinum,9434,2023-08-12,Active
L001645,C001747,Platinum,6541,2024-06-10,Active
L001646,C003133,Bronze,7113,2026-06-20,Active
L001647,C008037,Platinum,8168,2025-08-18,Active
L001648,C008851,Silver,8137,2025-11-13,Active
L001649,C000995,Platinum,2719,2022-09-10,Active
L001650,C006109,Silver,3008,2023-06-20,Inactive
L001651,C000731,Platinum,4191,2023-07-19,Active
L001652,C006975,Silver,6209,2025-07-23,Active
L001653,C006274,Bronze,9139,2026-06-11,Active
L001654,C006752,Platinum,8969,2026-02-27,Inactive
L001655,C003510,Silver,4898,2026-07-02,Inactive
L001656,C003534,Silver,9104,2025-06-10,Active
L001657,C002514,Gold,2058,2026-04-24,Inactive
L001658,C005437,Gold,1523,2023-09-14,Inactive
L001659,C003626,Bronze,9327,2026-01-24,Active
L001660,C000466,Bronze,3598,2026-06-23,Active
L001661,C006756,Bronze,2164,2026-04-07,Inactive
L001662,C006760,Silver,7187,2024-11-21,Active
L001663,C007992,Silver,2966,2023-10-10,Active
L001664,C000158,Platinum,3073,2026-02-01,Inactive
L001665,C003961,Silver,6202,2023-09-09,Active
L001666,C008833,Silver,5527,2026-03-18,Active
L001667,C005471,Silver,8164,2026-04-26,Active
L001668,C000186,Platinum,609,2024-04-12,Active
L001669,C001003,Bronze,4691,2024-09-09,Active
L001670,C009509,Silver,6098,2024-09-18,Active
L001671,C005624,Platinum,2572,2023-09-08,Inactive
L001672,C000401,Silver,3913,2023-06-10,Active
L001673,C006241,Gold,8926,2026-05-02,Active
L001674,C008941,Bronze,9487,2025-01-14,Active
L001675,C009933,Silver,6144,2022-02-22,Active
L001676,C007343,Silver,5606,2025-12-19,Active
L001677,C009833,Platinum,3866,2023-09-26,Active
L001678,C008467,Silver,4656,2025-08-09,Active
L001679,C008757,Gold,5968,2025-10-08,Active
L001680,C007959,Silver,7061,2026-02-17,Inactive
L001681,C001251,Silver,6547,2023-09-23,Active
L001682,C003144,Silver,9498,2024-04-23,Active
L001683,C007431,Gold,2488,2025-10-23,Active
L001684,C000060,Gold,4748,2025-01-08,Active
L001685,C007856,Platinum,7682,2025-12-06,Active
L001686,C001114,Silver,4903,2023-05-12,Active
L001687,C003058,Bronze,3659,2025-10-31,Active
L001688,C009570,Gold,5803,2025-06-15,Active
L001689,C001329,Silver,1459,2025-09-09,Active
L001690,C004996,Gold,8579,2026-07-01,Active
L001691,C006683,Platinum,3140,2025-07-30,Active
L001692,C002073,Silver,7547,2023-08-24,Active
L001693,C004794,Bronze,5783,2023-06-06,Active
L001694,C006830,Gold,9217,2024-09-10,Inactive
L001695,C009630,Gold,5070,2025-12-06,Active
L001696,C008219,Silver,2741,2025-06-16,Active
L001697,C007568,Bronze,334,2026-02-23,Inactive
L001698,C005923,Gold,8840,2022-08-07,Inactive
L001699,C001551,Gold,8409,2026-06-04,Inactive
L001700,C001010,Gold,3607,2025-09-07,Active
L001701,C003756,Gold,4631,2026-04-09,Active
L001702,C008682,Silver,9018,2025-07-20,Active
L001703,C009343,Gold,2229,2026-06-30,Inactive
L001704,C008010,Bronze,5986,2021-11-15,Inactive
L001705,C003861,Platinum,113,2026-07-05,Active
L001706,C003149,Bronze,3120,2026-03-18,Active
L001707,C002520,Platinum,2025,2026-06-13,Active
L001708,C003128,Bronze,8086,2025-11-09,Active
L001709,C009085,Silver,9792,2024-07-10,Active
L001710,C005317,Silver,7123,2024-01-23,Active
L001711,C001196,Silver,2656,2025-10-04,Inactive
L001712,C009051,Platinum,8309,2026-07-04,Active
L001713,C000880,Silver,5348,2026-01-08,Inactive
L001714,C006990,Bronze,8678,2024-06-02,Active
L001715,C002488,Silver,457,2021-10-08,Inactive
L001716,C002841,Platinum,5670,2022-11-02,Active
L001717,C004330,Platinum,8668,2025-10-15,Inactive
L001718,C002931,Platinum,2962,2022-07-31,Active
L001719,C006425,Platinum,2894,2026-03-18,Inactive
L001720,C002486,Gold,4135,2025-08-17,Active
L001721,C005748,Gold,4679,2024-11-07,Active
L001722,C000884,Bronze,6375,2026-07-03,Active
L001723,C004915,Bronze,172,2024-01-30,Active
L001724,C006211,Platinum,9589,2026-07-03,Inactive
L001725,C009579,Platinum,2045,2024-06-07,Active
L001726,C000212,Silver,1013,2026-04-07,Active
L001727,C002276,Bronze,4408,2026-06-25,Inactive
L001728,C002329,Bronze,5387,2024-05-04,Inactive
L001729,C004951,Gold,528,2026-02-15,Active
L001730,C003320,Silver,3658,2026-05-24,Active
L001731,C009835,Bronze,7458,2026-06-18,Inactive
L001732,C004608,Bronze,1505,2024-07-23,Active
L001733,C001439,Platinum,6083,2025-07-03,Inactive
L001734,C000468,Platinum,6489,2026-03-02,Active
L001735,C005467,Silver,8830,2025-03-30,Active
L001736,C003330,Platinum,6402,2025-08-12,Active
L001737,C005829,Gold,5225,2025-05-20,Active
L001738,C008608,Platinum,3637,2023-09-03,Active
L001739,C000697,Bronze,8315,2025-12-01,Active
L001740,C007268,Silver,4676,2022-01-16,Inactive
L001741,C009145,Gold,6730,2023-12-03,Inactive
L001742,C008181,Gold,1942,2026-06-10,Inactive
L001743,C009939,Platinum,1983,2025-08-22,Inactive
L001744,C001315,Silver,541,2025-10-03,Inactive
L001745,C002302,Bronze,3417,2023-06-11,Inactive
L001746,C002040,Silver,7902,2025-02-01,Inactive
L001747,C007109,Bronze,7954,2024-04-15,Inactive
L001748,C003667,Gold,793,2025-10-08,Inactive
L001749,C000915,Gold,806,2025-09-22,Active
L001750,C000013,Platinum,8971,2026-03-14,Active
L001751,C008584,Bronze,1544,2026-06-06,Inactive
L001752,C006428,Silver,7059,2026-04-21,Active
L001753,C001537,Platinum,1144,2025-04-18,Inactive
L001754,C000737,Silver,8422,2025-10-14,Active
L001755,C008202,Platinum,6386,2022-05-23,Active
L001756,C008653,Platinum,1109,2026-03-23,Active
L001757,C000454,Bronze,3044,2026-04-06,Active
L001758,C004346,Platinum,2826,2026-05-09,Inactive
L001759,C000928,Bronze,9254,2024-07-06,Active
L001760,C006292,Silver,9734,2026-02-01,Inactive
L001761,C008282,Gold,9267,2026-07-03,Inactive
L001762,C008723,Platinum,9129,2025-02-25,Active
L001763,C006474,Silver,9804,2026-06-03,Active
L001764,C000038,Gold,8060,2026-04-12,Active
L001765,C005771,Platinum,752,2023-10-12,Active
L001766,C002555,Silver,6732,2023-02-03,Active
L001767,C007633,Gold,5985,2023-07-15,Active
L001768,C009999,Silver,9115,2026-03-19,Active
L001769,C006621,Platinum,6749,2026-02-19,Inactive
L001770,C000941,Gold,8530,2024-11-08,Active
L001771,C007399,Bronze,4899,2026-03-13,Inactive
L001772,C006129,Bronze,1383,2023-10-12,Inactive
L001773,C009830,Gold,2444,2026-03-27,Active
L001774,C002681,Platinum,8780,2024-05-31,Active
L001775,C004355,Gold,6403,2026-06-16,Inactive
L001776,C003059,Gold,7506,2024-08-26,Active
L001777,C007881,Platinum,5871,2024-07-28,Inactive
L001778,C000739,Silver,2239,2025-09-27,Active
L001779,C000539,Silver,3797,2025-11-13,Active
L001780,C003326,Bronze,7476,2022-11-03,Active
L001781,C004240,Bronze,6206,2024-11-28,Inactive
L001782,C001401,Bronze,9022,2025-08-27,Active
L001783,C004047,Silver,6571,2025-07-14,Active
L001784,C005138,Bronze,6929,2023-12-20,Active
L001785,C004230,Gold,9022,2023-05-22,Active
L001786,C004192,Bronze,742,2026-06-15,Active
L001787,C009143,Gold,1624,2026-04-11,Active
L001788,C005539,Platinum,9545,2025-10-10,Inactive
L001789,C002693,Silver,3190,2026-06-29,Inactive
L001790,C005341,Bronze,5763,2026-02-23,Inactive
L001791,C009918,Silver,3887,2026-04-02,Active
L001792,C007671,Bronze,7816,2025-10-26,Inactive
L001793,C009174,Gold,5586,2025-06-20,Active
L001794,C001808,Platinum,6082,2025-11-04,Active
L001795,C005112,Platinum,9588,2025-02-28,Inactive
L001796,C003990,Gold,4089,2024-07-13,Inactive
L001797,C003456,Bronze,9480,2026-06-09,Active
L001798,C002908,Gold,5489,2026-06-12,Active
L001799,C006652,Gold,9741,2025-07-13,Active
L001800,C008288,Silver,5252,2026-06-07,Active
L001801,C006245,Platinum,8351,2023-09-09,Active
L001802,C002698,Silver,293,2024-05-13,Active
L001803,C004017,Silver,4789,2024-07-29,Active
L001804,C004340,Silver,8232,2026-04-21,Active
L001805,C004646,Platinum,2723,2024-07-28,Inactive
L001806,C007740,Platinum,668,2026-07-05,Active
L001807,C007092,Gold,6185,2026-04-15,Active
L001808,C004693,Bronze,6796,2023-12-14,Active
L001809,C001740,Platinum,7372,2022-08-04,Active
L001810,C005407,Bronze,1672,2025-10-02,Active
L001811,C004589,Platinum,4640,2026-04-03,Active
L001812,C003126,Gold,9464,2025-12-15,Inactive
L001813,C002158,Platinum,6555,2025-01-09,Active
L001814,C005334,Platinum,3985,2022-06-21,Active
L001815,C008637,Gold,922,2026-03-12,Active
L001816,C001826,Bronze,2438,2025-12-02,Active
L001817,C004231,Gold,3330,2024-04-06,Active
L001818,C003488,Silver,9507,2025-09-15,Active
L001819,C009054,Bronze,7214,2024-07-03,Active
L001820,C009769,Platinum,7221,2022-09-22,Active
L001821,C003648,Gold,3371,2026-06-12,Active
L001822,C005903,Platinum,1697,2025-06-05,Active
L001823,C006386,Bronze,6174,2023-08-29,Inactive
L001824,C005639,Silver,2965,2025-10-10,Active
L001825,C006424,Platinum,7359,2026-01-07,Active
L001826,C007827,Platinum,3239,2024-08-09,Active
L001827,C007744,Platinum,543,2025-05-11,Active
L001828,C003013,Silver,5329,2026-05-07,Active
L001829,C007672,Silver,7860,2024-05-14,Active
L001830,C009549,Platinum,3238,2025-04-24,Inactive
L001831,C009978,Bronze,62,2025-06-18,Active
L001832,C003081,Gold,5029,2026-02-18,Active
L001833,C003521,Gold,5123,2026-03-30,Active
L001834,C004979,Platinum,2682,2025-06-12,Inactive
L001835,C007620,Gold,2465,2025-01-29,Active
L001836,C004348,Gold,3395,2025-06-25,Active
L001837,C008441,Silver,3979,2026-01-11,Active
L001838,C001347,Gold,6209,2026-03-11,Active
L001839,C007088,Gold,22,2024-06-30,Active
L001840,C008948,Bronze,1057,2023-12-03,Active
L001841,C005652,Platinum,7950,2026-02-12,Inactive
L001842,C008082,Gold,5636,2024-08-22,Active
L001843,C001792,Silver,960,2026-05-08,Active
L001844,C007429,Silver,8783,2022-06-26,Active
L001845,C009580,Silver,4071,2025-04-04,Active
L001846,C009960,Bronze,8605,2025-10-15,Active
L001847,C002271,Silver,3781,2026-03-20,Active
L001848,C009767,Gold,4756,2026-03-05,Active
L001849,C002956,Gold,4178,2025-04-23,Active
L001850,C003444,Bronze,4644,2023-07-29,Active
L001851,C007736,Platinum,3551,2024-11-05,Active
L001852,C000834,Platinum,6094,2026-04-30,Active
L001853,C006499,Gold,9639,2025-08-12,Inactive
L001854,C002992,Gold,4385,2024-02-03,Active
L001855,C007793,Bronze,3229,2026-05-30,Inactive
L001856,C002151,Platinum,857,2025-03-11,Active
L001857,C004023,Gold,6619,2024-11-14,Inactive
L001858,C007615,Platinum,2816,2026-05-23,Active
L001859,C006124,Platinum,4707,2024-09-24,Active
L001860,C003339,Silver,9037,2026-03-13,Active
L001861,C004344,Gold,3351,2024-06-13,Active
L001862,C004464,Bronze,6024,2026-05-12,Active
L001863,C002376,Gold,1550,2025-03-17,Active
L001864,C009044,Gold,483,2025-10-29,Active
L001865,C005571,Platinum,6780,2026-04-10,Active
L001866,C008599,Platinum,2307,2026-05-26,Active
L001867,C008504,Bronze,1333,2026-04-23,Active
L001868,C008880,Bronze,2739,2026-02-06,Active
L001869,C001887,Silver,460,2026-05-14,Active
L001870,C001198,Gold,7844,2021-07-29,Active
L001871,C006427,Platinum,3552,2026-01-01,Inactive
L001872,C008911,Bronze,1463,2026-02-06,Active
L001873,C002936,Gold,1890,2024-12-12,Active
L001874,C006342,Gold,8827,2026-04-02,Active
L001875,C001430,Platinum,4932,2026-05-24,Inactive
L001876,C006307,Gold,4535,2026-01-02,Inactive
L001877,C003650,Bronze,9271,2026-07-02,Inactive
L001878,C001938,Gold,7722,2025-10-06,Active
L001879,C005172,Silver,7386,2025-04-19,Inactive
L001880,C007764,Platinum,5907,2026-06-04,Active
L001881,C006393,Platinum,1696,2025-10-08,Active
L001882,C001154,Gold,8410,2026-07-04,Active
L001883,C006250,Platinum,6367,2022-04-09,Inactive
L001884,C007037,Platinum,1007,2023-07-23,Inactive
L001885,C004229,Silver,2908,2022-10-11,Active
L001886,C004975,Platinum,9588,2026-07-02,Active
L001887,C006401,Platinum,7018,2023-08-27,Active
L001888,C003640,Platinum,8172,2024-06-24,Active
L001889,C003972,Gold,2187,2025-12-29,Active
L001890,C009594,Platinum,4509,2024-05-16,Inactive
L001891,C003376,Silver,9538,2025-07-10,Active
L001892,C002487,Bronze,1774,2026-03-26,Inactive
L001893,C006954,Bronze,3172,2025-09-03,Active
L001894,C000606,Silver,5979,2023-07-12,Active
L001895,C007444,Bronze,4349,2026-06-06,Active
L001896,C005928,Silver,1137,2025-11-12,Active
L001897,C002454,Silver,4982,2025-05-07,Active
L001898,C003609,Platinum,1265,2024-11-04,Active
L001899,C001484,Gold,6442,2023-12-12,Active
L001900,C004519,Bronze,7782,2026-04-15,Inactive
L001901,C003038,Platinum,6932,2025-01-06,Active
L001902,C009352,Gold,6162,2024-09-25,Active
L001903,C007692,Bronze,2919,2026-03-20,Active
L001904,C004116,Platinum,4782,2023-08-16,Active
L001905,C001427,Bronze,3763,2026-05-28,Active
L001906,C000497,Bronze,1216,2026-06-08,Active
L001907,C003353,Gold,1063,2025-09-18,Active
L001908,C008794,Bronze,660,2024-03-26,Active
L001909,C000759,Bronze,5497,2025-06-27,Active
L001910,C000838,Gold,4420,2025-06-25,Active
L001911,C004327,Silver,7479,2025-12-06,Active
L001912,C002128,Gold,8889,2026-05-02,Active
L001913,C001023,Silver,2400,2026-03-20,Inactive
L001914,C008762,Bronze,4470,2026-05-21,Active
L001915,C005614,Silver,4454,2025-08-26,Inactive
L001916,C005581,Platinum,8990,2024-05-20,Active
L001917,C001058,Bronze,8890,2025-04-04,Inactive
L001918,C009542,Bronze,7628,2026-06-26,Active
L001919,C006856,Silver,478,2026-04-20,Inactive
L001920,C007349,Bronze,7415,2026-05-25,Active
L001921,C009045,Platinum,1068,2026-01-17,Inactive
L001922,C002129,Platinum,1790,2026-06-09,Inactive
L001923,C002767,Silver,5409,2025-12-18,Active
L001924,C002109,Silver,8513,2025-09-28,Inactive
L001925,C003617,Silver,5959,2024-09-15,Active
