inventory_id,store_id,product_id,quantity_on_hand,reorder_level,last_updated_date
INV0001387,ST0093,P000002,462,20,2026-06-25
INV0001388,ST0093,P000020,482,52,2026-07-04
INV0001389,ST0093,P000010,140,80,2026-06-26
INV0001390,ST0093,P000006,31,34,2026-07-04
INV0001391,ST0093,P000012,364,69,2026-07-03
INV0001392,ST0093,P000001,71,97,2026-06-19
INV0001393,ST0093,P000011,199,39,2026-07-03
INV0001394,ST0093,P000015,118,26,2026-07-02
INV0001395,ST0093,P000018,298,69,2026-06-09
INV0001396,ST0094,P000001,62,70,2026-06-27
INV0001397,ST0094,P000017,421,83,2026-06-09
INV0001398,ST0094,P000009,345,27,2026-06-10
INV0001399,ST0094,P000015,108,62,2026-06-24
INV0001400,ST0094,P000008,212,38,2026-06-12
INV0001401,ST0094,P000011,12,49,2026-07-02
INV0001402,ST0094,P000007,209,30,2026-06-08
INV0001403,ST0094,P000006,144,57,2026-06-24
INV0001404,ST0094,P000005,218,33,2026-07-04
INV0001405,ST0094,P000016,426,69,2026-07-07
INV0001406,ST0094,P000013,272,76,2026-07-02
INV0001407,ST0094,P000020,51,29,2026-07-06
INV0001408,ST0094,P000010,257,67,2026-07-03
INV0001409,ST0094,P000003,173,41,2026-06-12
INV0001410,ST0094,P000004,295,60,2026-07-07
INV0001411,ST0095,P000009,244,39,2026-06-14
INV0001412,ST0095,P000001,30,46,2026-07-07
INV0001413,ST0095,P000018,359,59,2026-06-29
INV0001414,ST0095,P000015,400,66,2026-06-24
INV0001415,ST0095,P000008,120,37,2026-06-17
INV0001416,ST0095,P000012,66,59,2026-06-12
INV0001417,ST0095,P000019,83,37,2026-06-10
INV0001418,ST0095,P000007,270,69,2026-06-28
INV0001419,ST0095,P000011,471,72,2026-06-13
INV0001420,ST0095,P000017,363,46,2026-06-20
INV0001421,ST0095,P000003,418,52,2026-07-05
INV0001422,ST0095,P000002,278,62,2026-06-11
INV0001423,ST0095,P000005,348,44,2026-06-09
INV0001424,ST0095,P000010,123,100,2026-06-22
INV0001425,ST0095,P000016,220,75,2026-06-27
INV0001426,ST0096,P000008,13,86,2026-06-25
INV0001427,ST0096,P000020,427,92,2026-06-09
INV0001428,ST0096,P000011,473,83,2026-06-09
INV0001429,ST0096,P000006,450,58,2026-06-22
INV0001430,ST0096,P000004,346,79,2026-07-02
INV0001431,ST0096,P000017,356,73,2026-06-16
INV0001432,ST0096,P000003,350,90,2026-06-10
INV0001433,ST0096,P000015,363,68,2026-06-12
INV0001434,ST0096,P000009,326,92,2026-06-11
INV0001435,ST0096,P000014,80,80,2026-06-08
INV0001436,ST0096,P000016,426,53,2026-06-23
INV0001437,ST0096,P000019,432,70,2026-06-22
INV0001438,ST0096,P000001,359,43,2026-07-04
INV0001439,ST0096,P000002,367,44,2026-07-05
INV0001440,ST0096,P000012,391,79,2026-07-05
INV0001441,ST0097,P000010,23,80,2026-07-05
INV0001442,ST0097,P000009,205,58,2026-07-05
INV0001443,ST0097,P000006,338,24,2026-06-20
INV0001444,ST0097,P000015,85,29,2026-07-02
INV0001445,ST0097,P000014,125,81,2026-06-27
INV0001446,ST0097,P000001,38,29,2026-06-20
INV0001447,ST0097,P000012,234,37,2026-06-23
INV0001448,ST0097,P000005,468,84,2026-07-02
INV0001449,ST0097,P000002,470,96,2026-06-23
INV0001450,ST0097,P000003,495,37,2026-07-02
INV0001451,ST0097,P000008,371,95,2026-06-11
INV0001452,ST0097,P000007,18,82,2026-07-01
INV0001453,ST0097,P000018,445,24,2026-07-04
INV0001454,ST0097,P000013,112,59,2026-06-12
INV0001455,ST0097,P000020,494,82,2026-06-17
INV0001456,ST0098,P000020,349,78,2026-06-26
INV0001457,ST0098,P000019,51,37,2026-06-18
INV0001458,ST0098,P000008,383,26,2026-06-26
INV0001459,ST0098,P000015,258,37,2026-06-17
INV0001460,ST0098,P000007,443,87,2026-06-09
INV0001461,ST0098,P000002,430,52,2026-06-27
INV0001462,ST0098,P000013,258,89,2026-07-05
INV0001463,ST0098,P000017,16,90,2026-07-07
INV0001464,ST0098,P000003,67,31,2026-06-09
INV0001465,ST0098,P000016,263,25,2026-07-07
INV0001466,ST0098,P000001,26,77,2026-07-04
INV0001467,ST0098,P000010,339,88,2026-06-26
INV0001468,ST0098,P000009,73,92,2026-07-07
INV0001469,ST0098,P000011,478,36,2026-06-29
INV0001470,ST0098,P000018,276,90,2026-06-11
INV0001471,ST0099,P000018,463,61,2026-06-11
INV0001472,ST0099,P000011,175,34,2026-06-27
INV0001473,ST0099,P000016,347,49,2026-06-30
INV0001474,ST0099,P000014,77,53,2026-07-03
INV0001475,ST0099,P000002,404,64,2026-06-26
INV0001476,ST0099,P000003,197,35,2026-06-18
INV0001477,ST0099,P000008,386,43,2026-06-29
INV0001478,ST0099,P000012,443,83,2026-06-24
INV0001479,ST0099,P000007,440,79,2026-06-30
INV0001480,ST0099,P000009,353,37,2026-06-13
INV0001481,ST0099,P000004,295,60,2026-06-18
INV0001482,ST0099,P000017,164,43,2026-06-27
INV0001483,ST0099,P000019,74,70,2026-07-02
INV0001484,ST0099,P000013,250,36,2026-07-02
INV0001485,ST0099,P000005,165,59,2026-06-23
INV0001486,ST0100,P000019,169,85,2026-07-06
INV0001487,ST0100,P000015,294,91,2026-06-29
INV0001488,ST0100,P000017,327,72,2026-06-20
INV0001489,ST0100,P000020,176,28,2026-07-06
INV0001490,ST0100,P000016,232,74,2026-06-11
INV0001491,ST0100,P000004,456,91,2026-06-18
INV0001492,ST0100,P000007,194,65,2026-06-24
INV0001493,ST0100,P000010,253,63,2026-06-24
INV0001494,ST0100,P000006,398,76,2026-06-17
INV0001495,ST0100,P000009,416,66,2026-06-11
INV0001496,ST0100,P000011,172,24,2026-06-13
INV0001497,ST0100,P000001,55,73,2026-06-26
INV0001498,ST0100,P000018,75,81,2026-07-02
INV0001499,ST0100,P000008,129,84,2026-06-20
INV0001500,ST0100,P000005,376,25,2026-06-26
INV0001501,ST0101,P000002,373,49,2026-06-16
INV0001502,ST0101,P000010,446,51,2026-06-18
INV0001503,ST0101,P000014,70,68,2026-06-08
INV0001504,ST0101,P000007,452,74,2026-06-24
INV0001505,ST0101,P000016,36,44,2026-06-27
INV0001506,ST0101,P000012,150,71,2026-06-16
INV0001507,ST0101,P000013,450,41,2026-06-19
INV0001508,ST0101,P000004,335,71,2026-06-10
INV0001509,ST0101,P000019,32,32,2026-06-26
INV0001510,ST0101,P000009,83,38,2026-06-14
INV0001511,ST0101,P000020,393,55,2026-06-15
INV0001512,ST0101,P000006,37,84,2026-06-08
INV0001513,ST0101,P000001,138,56,2026-07-04
INV0001514,ST0101,P000017,471,90,2026-06-28
INV0001515,ST0101,P000005,439,63,2026-06-10
INV0001516,ST0102,P000012,254,40,2026-06-19
INV0001517,ST0102,P000005,421,99,2026-06-28
INV0001518,ST0102,P000014,218,28,2026-06-09
INV0001519,ST0102,P000010,370,77,2026-06-23
INV0001520,ST0102,P000013,83,33,2026-07-02
INV0001521,ST0102,P000019,154,53,2026-06-10
INV0001522,ST0102,P000018,219,93,2026-06-12
INV0001523,ST0102,P000016,341,98,2026-06-16
INV0001524,ST0102,P000015,169,37,2026-07-05
INV0001525,ST0102,P000011,187,54,2026-07-04
INV0001526,ST0102,P000002,373,74,2026-06-12
INV0001527,ST0102,P000004,250,26,2026-07-06
INV0001528,ST0102,P000006,176,81,2026-07-07
INV0001529,ST0102,P000009,51,90,2026-06-30
INV0001530,ST0102,P000020,156,39,2026-06-12
INV0001531,ST0103,P000017,9,91,2026-06-12
INV0001532,ST0103,P000018,178,70,2026-06-27
INV0001533,ST0103,P000019,269,26,2026-06-16
INV0001534,ST0103,P000009,178,49,2026-06-21
INV0001535,ST0103,P000015,115,79,2026-06-24
INV0001536,ST0103,P000020,354,76,2026-06-26
INV0001537,ST0103,P000012,140,52,2026-06-14
INV0001538,ST0103,P000005,265,67,2026-07-07
INV0001539,ST0103,P000016,492,83,2026-07-02
INV0001540,ST0103,P000014,66,36,2026-07-04
INV0001541,ST0103,P000003,275,39,2026-06-23
INV0001542,ST0103,P000013,343,90,2026-07-01
INV0001543,ST0103,P000006,265,96,2026-06-08
INV0001544,ST0103,P000004,129,43,2026-07-05
INV0001545,ST0103,P000001,86,44,2026-06-15
INV0001546,ST0104,P000015,494,51,2026-06-14
INV0001547,ST0104,P000005,134,71,2026-06-11
INV0001548,ST0104,P000013,457,88,2026-06-22
INV0001549,ST0104,P000012,373,20,2026-06-22
INV0001550,ST0104,P000008,209,97,2026-06-18
INV0001551,ST0104,P000003,385,27,2026-07-02
INV0001552,ST0104,P000016,264,47,2026-06-22
INV0001553,ST0104,P000011,348,92,2026-06-26
INV0001554,ST0104,P000019,90,25,2026-07-01
INV0001555,ST0104,P000020,100,97,2026-06-28
INV0001556,ST0104,P000006,398,59,2026-06-23
INV0001557,ST0104,P000009,500,31,2026-06-13
INV0001558,ST0104,P000017,333,66,2026-07-03
INV0001559,ST0104,P000001,385,28,2026-06-12
INV0001560,ST0104,P000002,97,61,2026-06-09
INV0001561,ST0105,P000007,82,82,2026-06-23
INV0001562,ST0105,P000013,263,64,2026-06-19
INV0001563,ST0105,P000003,494,89,2026-06-13
INV0001564,ST0105,P000001,81,64,2026-07-06
INV0001565,ST0105,P000012,232,38,2026-07-05
INV0001566,ST0105,P000019,373,41,2026-06-27
INV0001567,ST0105,P000020,10,96,2026-06-12
INV0001568,ST0105,P000009,309,36,2026-06-10
INV0001569,ST0105,P000008,215,48,2026-06-22
INV0001570,ST0105,P000017,11,56,2026-07-03
INV0001571,ST0105,P000016,365,38,2026-06-29
INV0001572,ST0105,P000004,360,94,2026-06-13
INV0001573,ST0105,P000005,336,45,2026-06-14
INV0001574,ST0105,P000011,389,80,2026-06-22
INV0001575,ST0105,P000006,495,86,2026-06-20
INV0001576,ST0106,P000019,192,21,2026-06-21
INV0001577,ST0106,P000002,67,66,2026-06-29
INV0001578,ST0106,P000018,495,53,2026-07-05
INV0001579,ST0106,P000009,466,66,2026-06-21
INV0001580,ST0106,P000012,82,82,2026-06-12
INV0001581,ST0106,P000005,108,30,2026-06-12
INV0001582,ST0106,P000007,246,99,2026-06-10
INV0001583,ST0106,P000001,70,76,2026-06-30
INV0001584,ST0106,P000010,377,39,2026-07-02
INV0001585,ST0106,P000013,284,90,2026-06-22
INV0001586,ST0106,P000014,185,22,2026-06-20
INV0001587,ST0106,P000004,136,55,2026-06-14
INV0001588,ST0106,P000017,343,33,2026-06-20
INV0001589,ST0106,P000006,315,80,2026-06-23
INV0001590,ST0106,P000008,3,100,2026-06-10
INV0001591,ST0107,P000017,447,78,2026-06-14
INV0001592,ST0107,P000016,324,34,2026-07-04
INV0001593,ST0107,P000015,271,26,2026-06-15
INV0001594,ST0107,P000003,147,54,2026-06-20
INV0001595,ST0107,P000013,270,51,2026-07-03
INV0001596,ST0107,P000010,89,81,2026-06-12
INV0001597,ST0107,P000006,273,38,2026-06-18
INV0001598,ST0107,P000004,122,63,2026-07-01
INV0001599,ST0107,P000008,370,49,2026-06-27
INV0001600,ST0107,P000005,468,29,2026-06-29
INV0001601,ST0107,P000019,258,100,2026-07-03
INV0001602,ST0107,P000014,304,75,2026-06-22
INV0001603,ST0107,P000002,322,56,2026-06-21
INV0001604,ST0107,P000007,468,46,2026-06-20
INV0001605,ST0107,P000012,318,44,2026-06-10
INV0001606,ST0108,P000013,203,21,2026-06-09
INV0001607,ST0108,P000001,430,84,2026-06-27
INV0001608,ST0108,P000015,127,26,2026-06-11
INV0001609,ST0108,P000004,301,38,2026-07-01
INV0001610,ST0108,P000016,110,71,2026-07-07
INV0001611,ST0108,P000002,351,92,2026-06-30
INV0001612,ST0108,P000020,304,38,2026-06-29
INV0001613,ST0108,P000005,423,97,2026-06-18
INV0001614,ST0108,P000010,442,95,2026-06-19
INV0001615,ST0108,P000007,63,27,2026-06-18
INV0001616,ST0108,P000006,47,89,2026-06-16
INV0001617,ST0108,P000009,342,98,2026-06-20
INV0001618,ST0108,P000003,454,77,2026-06-09
INV0001619,ST0108,P000011,122,32,2026-06-30
INV0001620,ST0108,P000014,207,76,2026-07-06
INV0001621,ST0109,P000015,447,28,2026-06-09
INV0001622,ST0109,P000005,418,69,2026-06-24
INV0001623,ST0109,P000018,209,48,2026-06-11
INV0001624,ST0109,P000014,467,68,2026-06-26
INV0001625,ST0109,P000001,207,98,2026-06-23
INV0001626,ST0109,P000013,143,50,2026-06-22
INV0001627,ST0109,P000002,9,93,2026-06-22
INV0001628,ST0109,P000016,219,88,2026-06-30
INV0001629,ST0109,P000010,372,82,2026-06-21
INV0001630,ST0109,P000004,371,93,2026-06-25
INV0001631,ST0109,P000003,240,24,2026-06-28
INV0001632,ST0109,P000009,284,72,2026-06-23
INV0001633,ST0109,P000017,70,33,2026-06-11
INV0001634,ST0109,P000011,141,53,2026-07-01
INV0001635,ST0109,P000020,232,34,2026-06-10
INV0001636,ST0110,P000006,121,34,2026-07-02
INV0001637,ST0110,P000017,264,52,2026-06-19
INV0001638,ST0110,P000001,133,48,2026-07-01
INV0001639,ST0110,P000014,397,74,2026-06-26
INV0001640,ST0110,P000019,95,98,2026-06-19
INV0001641,ST0110,P000011,464,37,2026-06-08
INV0001642,ST0110,P000007,266,24,2026-06-16
INV0001643,ST0110,P000004,244,58,2026-06-18
INV0001644,ST0110,P000009,55,43,2026-06-18
INV0001645,ST0110,P000018,309,89,2026-06-26
INV0001646,ST0110,P000020,212,98,2026-06-30
INV0001647,ST0110,P000003,126,26,2026-06-14
INV0001648,ST0110,P000002,469,47,2026-06-26
INV0001649,ST0110,P000005,376,53,2026-07-04
INV0001650,ST0110,P000015,270,33,2026-06-29
INV0001651,ST0111,P000017,396,39,2026-06-24
INV0001652,ST0111,P000001,210,79,2026-06-10
INV0001653,ST0111,P000018,157,49,2026-07-04
INV0001654,ST0111,P000020,342,89,2026-07-06
INV0001655,ST0111,P000003,134,48,2026-06-27
INV0001656,ST0111,P000007,380,31,2026-06-11
INV0001657,ST0111,P000004,140,94,2026-06-28
INV0001658,ST0111,P000009,498,52,2026-06-16
INV0001659,ST0111,P000019,18,60,2026-07-07
INV0001660,ST0111,P000015,300,26,2026-06-15
INV0001661,ST0111,P000016,9,70,2026-06-26
INV0001662,ST0111,P000013,142,56,2026-06-18
INV0001663,ST0111,P000006,409,52,2026-07-04
INV0001664,ST0111,P000011,341,26,2026-07-03
INV0001665,ST0111,P000010,338,46,2026-06-21
INV0001666,ST0112,P000001,102,49,2026-07-02
INV0001667,ST0112,P000005,125,47,2026-06-18
INV0001668,ST0112,P000011,34,85,2026-06-14
INV0001669,ST0112,P000007,409,91,2026-07-06
INV0001670,ST0112,P000006,313,59,2026-06-16
INV0001671,ST0112,P000017,425,93,2026-06-22
INV0001672,ST0112,P000012,20,55,2026-07-07
INV0001673,ST0112,P000013,331,91,2026-07-02
INV0001674,ST0112,P000014,496,96,2026-06-30
INV0001675,ST0112,P000009,369,22,2026-06-08
INV0001676,ST0112,P000002,333,89,2026-06-30
INV0001677,ST0112,P000008,238,78,2026-06-21
INV0001678,ST0112,P000020,171,89,2026-06-09
INV0001679,ST0112,P000003,206,83,2026-06-13
INV0001680,ST0112,P000019,125,76,2026-06-28
INV0001681,ST0113,P000009,405,76,2026-06-28
INV0001682,ST0113,P000016,236,20,2026-06-17
INV0001683,ST0113,P000002,82,91,2026-06-10
INV0001684,ST0113,P000020,487,34,2026-07-07
INV0001685,ST0113,P000011,106,40,2026-06-23
INV0001686,ST0113,P000010,446,40,2026-06-15
INV0001687,ST0113,P000008,196,51,2026-06-28
INV0001688,ST0113,P000004,251,67,2026-06-24
INV0001689,ST0113,P000013,327,95,2026-06-17
INV0001690,ST0113,P000014,76,80,2026-06-23
INV0001691,ST0113,P000005,470,59,2026-06-23
INV0001692,ST0113,P000018,466,75,2026-06-18
INV0001693,ST0113,P000015,451,32,2026-07-02
INV0001694,ST0113,P000003,264,44,2026-06-15
INV0001695,ST0113,P000007,105,84,2026-07-02
INV0001696,ST0114,P000012,436,79,2026-06-15
INV0001697,ST0114,P000015,419,49,2026-06-10
INV0001698,ST0114,P000014,300,91,2026-06-10
INV0001699,ST0114,P000002,395,79,2026-06-28
INV0001700,ST0114,P000001,37,40,2026-06-20
INV0001701,ST0114,P000020,439,100,2026-06-15
INV0001702,ST0114,P000016,149,25,2026-06-23
INV0001703,ST0114,P000008,138,79,2026-07-05
INV0001704,ST0114,P000011,322,97,2026-06-22
INV0001705,ST0114,P000004,248,56,2026-06-22
INV0001706,ST0114,P000006,392,58,2026-06-22
INV0001707,ST0114,P000019,396,92,2026-07-03
INV0001708,ST0114,P000003,269,32,2026-06-13
INV0001709,ST0114,P000010,43,62,2026-06-30
INV0001710,ST0114,P000013,475,85,2026-06-28
INV0001711,ST0115,P000018,480,100,2026-06-13
INV0001712,ST0115,P000009,172,69,2026-06-16
INV0001713,ST0115,P000002,382,73,2026-07-02
INV0001714,ST0115,P000004,394,70,2026-06-11
INV0001715,ST0115,P000016,24,75,2026-06-29
INV0001716,ST0115,P000017,366,20,2026-06-19
INV0001717,ST0115,P000015,116,37,2026-07-06
INV0001718,ST0115,P000007,306,78,2026-07-06
INV0001719,ST0115,P000013,179,24,2026-07-06
INV0001720,ST0115,P000006,479,62,2026-06-16
INV0001721,ST0115,P000014,149,62,2026-06-22
INV0001722,ST0115,P000008,223,77,2026-06-15
INV0001723,ST0115,P000003,472,91,2026-06-20
INV0001724,ST0115,P000001,254,85,2026-07-03
INV0001725,ST0115,P000005,443,81,2026-06-09
INV0001726,ST0116,P000017,20,39,2026-06-22
INV0001727,ST0116,P000010,136,57,2026-06-24
INV0001728,ST0116,P000015,139,63,2026-06-29
INV0001729,ST0116,P000001,290,63,2026-06-28
INV0001730,ST0116,P000005,366,48,2026-06-23
INV0001731,ST0116,P000018,50,89,2026-06-25
INV0001732,ST0116,P000002,279,73,2026-06-13
INV0001733,ST0116,P000011,434,29,2026-06-17
INV0001734,ST0116,P000012,278,75,2026-07-06
INV0001735,ST0116,P000019,401,24,2026-06-17
INV0001736,ST0116,P000013,373,34,2026-06-15
INV0001737,ST0116,P000020,21,38,2026-07-01
INV0001738,ST0116,P000016,479,84,2026-06-11
INV0001739,ST0116,P000006,366,30,2026-06-23
INV0001740,ST0116,P000014,236,40,2026-07-01
INV0001741,ST0117,P000014,62,63,2026-06-09
INV0001742,ST0117,P000008,270,92,2026-06-27
INV0001743,ST0117,P000002,130,61,2026-07-02
INV0001744,ST0117,P000004,249,54,2026-06-26
INV0001745,ST0117,P000009,498,45,2026-07-04
INV0001746,ST0117,P000005,137,63,2026-06-29
INV0001747,ST0117,P000001,70,36,2026-06-27
INV0001748,ST0117,P000017,360,79,2026-07-02
INV0001749,ST0117,P000020,185,81,2026-06-22
INV0001750,ST0117,P000018,186,100,2026-06-28
INV0001751,ST0117,P000011,200,71,2026-06-25
INV0001752,ST0117,P000013,427,55,2026-06-26
INV0001753,ST0117,P000016,177,49,2026-06-21
INV0001754,ST0117,P000019,56,86,2026-07-06
INV0001755,ST0117,P000007,457,72,2026-06-20
INV0001756,ST0118,P000008,208,45,2026-07-07
INV0001757,ST0118,P000017,275,82,2026-06-09
INV0001758,ST0118,P000019,441,43,2026-06-11
INV0001759,ST0118,P000006,120,56,2026-07-07
INV0001760,ST0118,P000001,225,77,2026-07-02
INV0001761,ST0118,P000005,68,27,2026-06-09
INV0001762,ST0118,P000004,142,90,2026-06-11
INV0001763,ST0118,P000020,57,48,2026-06-23
INV0001764,ST0118,P000009,37,98,2026-06-28
INV0001765,ST0118,P000015,458,32,2026-06-09
INV0001766,ST0118,P000016,347,66,2026-07-01
INV0001767,ST0118,P000011,260,59,2026-06-17
INV0001768,ST0118,P000003,456,57,2026-06-11
INV0001769,ST0118,P000002,211,58,2026-06-19
INV0001770,ST0118,P000012,301,64,2026-06-09
INV0001771,ST0119,P000018,150,25,2026-06-10
INV0001772,ST0119,P000017,443,61,2026-06-20
INV0001773,ST0119,P000020,142,30,2026-06-24
INV0001774,ST0119,P000019,357,69,2026-06-26
INV0001775,ST0119,P000008,402,20,2026-06-21
INV0001776,ST0119,P000014,288,32,2026-06-20
INV0001777,ST0119,P000009,27,94,2026-07-06
INV0001778,ST0119,P000006,319,80,2026-06-27
INV0001779,ST0119,P000004,387,97,2026-06-24
INV0001780,ST0119,P000010,140,57,2026-06-13
INV0001781,ST0119,P000003,97,74,2026-07-01
INV0001782,ST0119,P000001,362,47,2026-07-03
INV0001783,ST0119,P000012,203,88,2026-07-04
INV0001784,ST0119,P000011,124,87,2026-06-22
INV0001785,ST0119,P000007,498,29,2026-06-19
INV0001786,ST0120,P000014,45,96,2026-07-06
INV0001787,ST0120,P000008,464,62,2026-06-13
INV0001788,ST0120,P000003,204,69,2026-06-26
INV0001789,ST0120,P000004,318,76,2026-06-11
INV0001790,ST0120,P000016,102,66,2026-06-13
INV0001791,ST0120,P000012,492,61,2026-06-20
INV0001792,ST0120,P000005,348,81,2026-06-24
INV0001793,ST0120,P000015,26,24,2026-06-19
INV0001794,ST0120,P000001,246,22,2026-06-29
INV0001795,ST0120,P000018,220,34,2026-06-08
INV0001796,ST0120,P000002,35,24,2026-06-13
INV0001797,ST0120,P000013,188,53,2026-06-23
INV0001798,ST0120,P000020,207,97,2026-06-21
INV0001799,ST0120,P000011,79,69,2026-06-24
INV0001800,ST0120,P000017,231,84,2026-06-27
INV0001801,ST0121,P000002,21,63,2026-06-27
INV0001802,ST0121,P000016,280,67,2026-06-23
INV0001803,ST0121,P000020,388,81,2026-06-14
INV0001804,ST0121,P000017,316,32,2026-06-19
INV0001805,ST0121,P000011,113,60,2026-07-03
INV0001806,ST0121,P000018,183,98,2026-06-09
INV0001807,ST0121,P000014,293,44,2026-07-07
INV0001808,ST0121,P000013,371,30,2026-06-21
INV0001809,ST0121,P000007,184,41,2026-07-01
INV0001810,ST0121,P000003,429,57,2026-06-13
INV0001811,ST0121,P000012,278,33,2026-06-19
INV0001812,ST0121,P000008,163,80,2026-07-07
INV0001813,ST0121,P000010,95,34,2026-06-24
INV0001814,ST0121,P000019,168,27,2026-06-12
INV0001815,ST0121,P000015,264,62,2026-06-28
INV0001816,ST0122,P000010,15,64,2026-07-04
INV0001817,ST0122,P000006,104,28,2026-07-03
INV0001818,ST0122,P000004,167,43,2026-06-20
INV0001819,ST0122,P000011,156,59,2026-06-22
INV0001820,ST0122,P000002,93,88,2026-06-12
INV0001821,ST0122,P000017,464,34,2026-07-04
INV0001822,ST0122,P000009,182,65,2026-06-26
INV0001823,ST0122,P000007,340,94,2026-06-26
INV0001824,ST0122,P000001,416,97,2026-07-06
INV0001825,ST0122,P000013,348,43,2026-06-16
INV0001826,ST0122,P000020,256,54,2026-06-11
INV0001827,ST0122,P000015,347,59,2026-06-10
INV0001828,ST0122,P000014,46,97,2026-06-29
INV0001829,ST0122,P000008,309,82,2026-06-27
INV0001830,ST0122,P000012,214,58,2026-07-01
INV0001831,ST0123,P000003,33,87,2026-07-02
INV0001832,ST0123,P000005,59,23,2026-06-20
INV0001833,ST0123,P000013,156,88,2026-06-08
INV0001834,ST0123,P000014,116,47,2026-07-04
INV0001835,ST0123,P000006,254,96,2026-07-03
INV0001836,ST0123,P000004,469,62,2026-07-03
INV0001837,ST0123,P000016,193,65,2026-06-13
INV0001838,ST0123,P000011,189,25,2026-06-30
INV0001839,ST0123,P000012,367,41,2026-07-06
INV0001840,ST0123,P000002,150,27,2026-06-30
INV0001841,ST0123,P000008,491,89,2026-06-22
INV0001842,ST0123,P000019,311,45,2026-06-10
INV0001843,ST0123,P000018,298,36,2026-07-02
INV0001844,ST0123,P000020,401,85,2026-06-27
INV0001845,ST0123,P000010,195,22,2026-06-27
INV0001846,ST0124,P000011,135,99,2026-06-17
INV0001847,ST0124,P000008,280,87,2026-06-09
INV0001848,ST0124,P000019,36,31,2026-06-11
INV0001849,ST0124,P000009,118,76,2026-07-07
INV0001850,ST0124,P000017,139,93,2026-06-21
INV0001851,ST0124,P000013,136,28,2026-06-08
INV0001852,ST0124,P000014,402,59,2026-07-06
INV0001853,ST0124,P000018,402,64,2026-06-20
INV0001854,ST0124,P000004,10,26,2026-06-23
INV0001855,ST0124,P000005,53,74,2026-07-05
INV0001856,ST0124,P000001,358,33,2026-07-07
INV0001857,ST0124,P000007,137,40,2026-06-25
INV0001858,ST0124,P000012,42,66,2026-06-11
INV0001859,ST0124,P000010,385,98,2026-06-24
INV0001860,ST0124,P000006,353,40,2026-06-25
INV0001861,ST0125,P000006,363,49,2026-06-29
INV0001862,ST0125,P000002,139,40,2026-06-09
INV0001863,ST0125,P000013,459,99,2026-07-06
INV0001864,ST0125,P000018,456,33,2026-06-29
INV0001865,ST0125,P000019,472,55,2026-06-11
INV0001866,ST0125,P000014,227,86,2026-06-20
INV0001867,ST0125,P000005,6,51,2026-07-07
INV0001868,ST0125,P000012,382,34,2026-06-25
INV0001869,ST0125,P000010,147,49,2026-07-02
INV0001870,ST0125,P000001,207,83,2026-06-11
INV0001871,ST0125,P000009,55,75,2026-06-18
INV0001872,ST0125,P000017,187,56,2026-07-04
INV0001873,ST0125,P000016,456,65,2026-06-24
INV0001874,ST0125,P000003,82,52,2026-06-23
INV0001875,ST0125,P000011,18,77,2026-07-02
INV0001876,ST0126,P000018,343,49,2026-06-12
INV0001877,ST0126,P000004,289,41,2026-06-23
INV0001878,ST0126,P000016,71,45,2026-06-12
INV0001879,ST0126,P000005,121,66,2026-06-15
INV0001880,ST0126,P000013,246,45,2026-07-04
INV0001881,ST0126,P000020,163,47,2026-06-09
INV0001882,ST0126,P000006,497,79,2026-06-25
INV0001883,ST0126,P000008,329,51,2026-06-26
INV0001884,ST0126,P000002,397,37,2026-07-05
INV0001885,ST0126,P000017,414,39,2026-06-15
INV0001886,ST0126,P000014,425,62,2026-06-15
INV0001887,ST0126,P000015,314,86,2026-06-21
INV0001888,ST0126,P000011,192,54,2026-06-12
INV0001889,ST0126,P000010,452,78,2026-06-11
INV0001890,ST0126,P000012,431,38,2026-06-29
INV0001891,ST0127,P000014,244,63,2026-06-20
INV0001892,ST0127,P000008,213,88,2026-06-13
INV0001893,ST0127,P000017,266,48,2026-07-04
INV0001894,ST0127,P000011,394,84,2026-06-08
INV0001895,ST0127,P000001,375,37,2026-06-11
INV0001896,ST0127,P000020,299,54,2026-07-06
INV0001897,ST0127,P000006,381,26,2026-06-10
INV0001898,ST0127,P000004,274,22,2026-06-10
INV0001899,ST0127,P000019,284,30,2026-07-06
INV0001900,ST0127,P000016,221,86,2026-06-26
INV0001901,ST0127,P000003,269,93,2026-06-08
INV0001902,ST0127,P000010,343,96,2026-06-23
INV0001903,ST0127,P000013,248,89,2026-06-10
INV0001904,ST0127,P000012,71,41,2026-06-11
INV0001905,ST0127,P000007,214,55,2026-06-09
INV0001906,ST0128,P000017,329,58,2026-06-29
INV0001907,ST0128,P000019,343,37,2026-07-03
INV0001908,ST0128,P000015,427,62,2026-06-29
INV0001909,ST0128,P000003,289,22,2026-06-14
INV0001910,ST0128,P000006,235,38,2026-06-18
INV0001911,ST0128,P000012,404,33,2026-06-22
INV0001912,ST0128,P000009,193,51,2026-06-12
INV0001913,ST0128,P000016,420,99,2026-06-26
INV0001914,ST0128,P000008,318,86,2026-06-29
INV0001915,ST0128,P000010,483,83,2026-07-07
INV0001916,ST0128,P000004,252,29,2026-06-10
INV0001917,ST0128,P000002,417,20,2026-06-14
INV0001918,ST0128,P000013,234,37,2026-07-07
INV0001919,ST0128,P000020,380,66,2026-06-16
INV0001920,ST0128,P000011,430,70,2026-07-07
INV0001921,ST0129,P000005,30,39,2026-06-10
INV0001922,ST0129,P000009,341,91,2026-06-26
INV0001923,ST0129,P000001,367,27,2026-06-11
