preference_id,customer_id,email_opt_in,sms_opt_in,preferred_language,preferred_channel,last_updated_date
PR002979,C002979,False,True,English,None,2026-06-25
PR002980,C002980,True,True,English,SMS,2025-10-02
PR002981,C002981,False,False,English,None,2025-05-29
PR002982,C002982,True,False,English,SMS,2024-01-01
PR002983,C002983,True,True,English,Email,2025-09-21
PR002984,C002984,False,True,English,Mobile App,2023-12-26
PR002985,C002985,True,True,English,Mobile App,2026-03-05
PR002986,C002986,True,True,English,SMS,2022-10-03
PR002987,C002987,False,True,English,Email,2025-04-11
PR002988,C002988,True,False,Spanish,Mobile App,2025-12-23
PR002989,C002989,True,False,Spanish,SMS,2021-12-18
PR002990,C002990,True,True,Spanish,SMS,2025-11-03
PR002991,C002991,True,True,English,Email,2024-10-25
PR002992,C002992,True,False,English,Email,2025-08-26
PR002993,C002993,True,True,English,Mobile App,2025-01-13
PR002994,C002994,True,True,English,Email,2026-03-02
PR002995,C002995,True,True,English,Mobile App,2025-11-30
PR002996,C002996,True,True,English,None,2024-09-10
PR002997,C002997,True,False,English,Mobile App,2026-04-26
PR002998,C002998,True,True,English,Email,2025-03-20
PR002999,C002999,True,True,English,SMS,2026-06-16
PR003000,C003000,True,False,English,Email,2026-01-23
PR003001,C003001,True,True,English,SMS,2026-04-30
PR003002,C003002,True,True,English,Email,2026-04-16
PR003003,C003003,False,False,Spanish,Email,2026-07-05
PR003004,C003004,True,True,English,SMS,2025-12-12
PR003005,C003005,True,True,English,SMS,2025-02-14
PR003006,C003006,True,True,Spanish,Email,2024-09-09
PR003007,C003007,True,False,English,Email,2025-09-07
PR003008,C003008,True,False,English,Mobile App,2024-11-28
PR003009,C003009,True,True,English,SMS,2026-03-15
PR003010,C003010,False,True,English,None,2025-09-18
PR003011,C003011,True,True,Spanish,None,2026-04-09
PR003012,C003012,True,True,English,Mobile App,2026-03-02
PR003013,C003013,True,True,English,SMS,2025-06-05
PR003014,C003014,False,True,English,None,2026-04-13
PR003015,C003015,True,True,English,Email,2025-04-09
PR003016,C003016,True,True,English,Email,2025-11-30
PR003017,C003017,True,True,Spanish,None,2025-04-18
PR003018,C003018,True,True,Spanish,Email,2025-09-27
PR003019,C003019,False,True,English,Email,2026-06-29
PR003020,C003020,True,True,English,SMS,2023-06-27
PR003021,C003021,True,False,English,Mobile App,2025-02-25
PR003022,C003022,True,True,English,None,2025-02-11
PR003023,C003023,True,False,Spanish,Email,2023-11-25
PR003024,C003024,True,True,English,Email,2026-03-05
PR003025,C003025,False,True,Spanish,Email,2026-04-12
PR003026,C003026,True,True,English,Mobile App,2025-01-05
PR003027,C003027,True,False,English,SMS,2024-06-06
PR003028,C003028,True,False,English,None,2026-06-30
PR003029,C003029,False,True,Spanish,None,2026-05-10
PR003030,C003030,True,False,Spanish,Mobile App,2026-03-16
PR003031,C003031,True,False,English,Email,2026-04-24
PR003032,C003032,True,True,English,Mobile App,2024-09-13
PR003033,C003033,True,True,Spanish,None,2024-01-27
PR003034,C003034,False,True,English,None,2026-06-20
PR003035,C003035,True,False,English,SMS,2025-04-27
PR003036,C003036,False,True,English,Email,2026-06-08
PR003037,C003037,True,True,Spanish,None,2026-04-22
PR003038,C003038,False,True,English,Mobile App,2026-06-05
PR003039,C003039,True,False,English,None,2025-10-08
PR003040,C003040,False,True,English,SMS,2026-04-22
PR003041,C003041,True,True,Spanish,Mobile App,2025-05-15
PR003042,C003042,False,False,English,None,2024-02-16
PR003043,C003043,True,True,English,SMS,2026-05-02
PR003044,C003044,False,True,English,Email,2024-08-10
PR003045,C003045,True,True,Spanish,SMS,2024-05-28
PR003046,C003046,True,True,Spanish,SMS,2026-03-23
PR003047,C003047,True,True,English,SMS,2024-11-04
PR003048,C003048,True,True,English,None,2024-10-27
PR003049,C003049,True,True,English,Email,2025-08-15
PR003050,C003050,False,True,English,Email,2025-03-07
PR003051,C003051,True,False,English,Email,2026-04-25
PR003052,C003052,False,True,English,Email,2026-05-08
PR003053,C003053,True,False,English,None,2024-11-24
PR003054,C003054,True,False,English,Email,2023-05-14
PR003055,C003055,False,True,Spanish,Email,2025-09-25
PR003056,C003056,True,False,English,Mobile App,2025-05-18
PR003057,C003057,True,True,English,SMS,2025-10-26
PR003058,C003058,True,True,English,Email,2026-06-14
PR003059,C003059,False,True,English,Mobile App,2026-01-14
PR003060,C003060,True,False,Spanish,Email,2025-03-25
PR003061,C003061,True,True,English,SMS,2026-06-13
PR003062,C003062,True,False,English,SMS,2026-06-24
PR003063,C003063,True,True,Spanish,Email,2026-03-13
PR003064,C003064,True,False,English,Mobile App,2024-10-28
PR003065,C003065,True,False,English,Email,2025-07-04
PR003066,C003066,True,True,English,None,2025-10-10
PR003067,C003067,True,True,English,Mobile App,2022-11-07
PR003068,C003068,True,False,English,Email,2026-07-06
PR003069,C003069,False,True,English,Mobile App,2026-03-23
PR003070,C003070,True,False,English,SMS,2025-07-05
PR003071,C003071,False,True,English,Mobile App,2024-12-08
PR003072,C003072,True,False,English,SMS,2024-12-29
PR003073,C003073,True,True,English,Mobile App,2025-11-21
PR003074,C003074,False,True,English,Email,2025-06-30
PR003075,C003075,True,False,Spanish,Email,2022-11-01
PR003076,C003076,True,True,Spanish,Mobile App,2026-02-27
PR003077,C003077,True,False,English,Mobile App,2026-05-06
PR003078,C003078,True,True,English,Email,2026-07-05
PR003079,C003079,True,True,English,Email,2024-01-23
PR003080,C003080,False,True,English,None,2024-05-28
PR003081,C003081,False,False,English,SMS,2024-10-30
PR003082,C003082,True,False,English,Mobile App,2025-11-23
PR003083,C003083,True,False,English,None,2026-06-25
PR003084,C003084,False,False,Spanish,Email,2026-04-25
PR003085,C003085,True,True,English,Email,2024-04-09
PR003086,C003086,True,True,English,Mobile App,2025-04-12
PR003087,C003087,False,True,Spanish,SMS,2026-07-04
PR003088,C003088,True,False,English,Mobile App,2024-06-05
PR003089,C003089,False,False,English,Email,2025-12-10
PR003090,C003090,False,True,English,Email,2023-09-16
PR003091,C003091,True,True,English,Email,2024-08-03
PR003092,C003092,True,True,English,SMS,2025-07-28
PR003093,C003093,True,False,English,None,2026-06-28
PR003094,C003094,True,True,Spanish,SMS,2026-01-10
PR003095,C003095,True,False,Spanish,Email,2026-07-01
PR003096,C003096,True,True,English,Mobile App,2023-09-05
PR003097,C003097,True,True,English,None,2025-06-16
PR003098,C003098,True,True,Spanish,None,2025-05-25
PR003099,C003099,True,True,English,Mobile App,2026-04-05
PR003100,C003100,False,True,English,SMS,2025-02-18
PR003101,C003101,True,True,English,None,2023-09-18
PR003102,C003102,True,True,English,Mobile App,2024-07-31
PR003103,C003103,True,False,Spanish,Email,2024-05-22
PR003104,C003104,True,False,English,SMS,2025-12-18
PR003105,C003105,False,True,English,None,2026-04-07
PR003106,C003106,True,True,English,None,2024-11-09
PR003107,C003107,False,True,Spanish,SMS,2023-03-17
PR003108,C003108,True,True,English,None,2023-10-03
PR003109,C003109,False,True,English,Email,2022-11-01
PR003110,C003110,True,True,English,None,2024-11-10
PR003111,C003111,False,False,Spanish,SMS,2023-11-05
PR003112,C003112,True,True,English,None,2026-04-05
PR003113,C003113,True,True,English,Email,2025-02-27
PR003114,C003114,True,True,English,Mobile App,2024-01-23
PR003115,C003115,False,True,English,Email,2025-12-04
PR003116,C003116,False,True,Spanish,Email,2024-10-03
PR003117,C003117,False,False,English,Email,2026-04-02
PR003118,C003118,True,False,Spanish,Email,2024-05-09
PR003119,C003119,True,True,English,None,2024-10-14
PR003120,C003120,True,True,English,Email,2024-09-28
PR003121,C003121,True,True,English,Mobile App,2024-10-14
PR003122,C003122,True,False,English,SMS,2026-05-19
PR003123,C003123,True,True,English,None,2023-01-26
PR003124,C003124,False,False,English,Email,2025-12-01
PR003125,C003125,True,False,English,None,2025-10-08
PR003126,C003126,True,True,English,SMS,2026-06-10
PR003127,C003127,True,True,English,SMS,2026-01-11
PR003128,C003128,True,False,English,Mobile App,2026-07-07
PR003129,C003129,False,True,Spanish,Mobile App,2025-10-09
PR003130,C003130,True,False,Spanish,Email,2023-06-11
PR003131,C003131,True,True,English,Email,2024-10-27
PR003132,C003132,True,False,Spanish,Email,2025-06-17
PR003133,C003133,True,True,English,Email,2025-03-18
PR003134,C003134,True,False,Spanish,Email,2025-12-12
PR003135,C003135,True,False,Spanish,SMS,2025-09-08
PR003136,C003136,True,True,Spanish,Mobile App,2024-08-11
PR003137,C003137,True,False,English,SMS,2025-08-23
PR003138,C003138,True,False,Spanish,None,2026-03-20
PR003139,C003139,False,False,English,Email,2025-06-01
PR003140,C003140,False,True,English,Email,2025-05-16
PR003141,C003141,False,False,Spanish,Email,2025-07-12
PR003142,C003142,False,False,English,SMS,2026-04-11
PR003143,C003143,False,True,English,None,2024-03-15
PR003144,C003144,True,True,English,Email,2026-03-08
PR003145,C003145,True,True,English,Mobile App,2024-12-16
PR003146,C003146,True,False,English,None,2023-05-23
PR003147,C003147,True,True,English,Mobile App,2024-05-04
PR003148,C003148,True,True,English,Mobile App,2024-03-30
PR003149,C003149,True,False,English,None,2025-01-07
PR003150,C003150,True,True,English,SMS,2026-03-08
PR003151,C003151,True,True,English,None,2025-12-11
PR003152,C003152,False,True,English,Mobile App,2026-06-25
PR003153,C003153,False,True,English,Mobile App,2023-12-24
PR003154,C003154,False,False,English,SMS,2025-09-27
PR003155,C003155,False,True,English,None,2025-04-13
PR003156,C003156,False,True,Spanish,Mobile App,2024-05-14
PR003157,C003157,False,True,English,None,2024-11-12
PR003158,C003158,True,True,English,None,2026-06-09
PR003159,C003159,False,True,English,None,2026-04-09
PR003160,C003160,True,True,English,None,2023-05-06
PR003161,C003161,True,True,Spanish,Email,2024-10-20
PR003162,C003162,False,True,English,SMS,2026-02-13
PR003163,C003163,False,False,English,SMS,2025-05-26
PR003164,C003164,True,False,English,Email,2024-10-10
PR003165,C003165,True,True,English,None,2025-09-22
PR003166,C003166,True,False,English,None,2024-09-29
PR003167,C003167,True,False,English,Email,2026-03-18
PR003168,C003168,True,True,Spanish,SMS,2026-06-12
PR003169,C003169,False,False,English,Email,2024-01-31
PR003170,C003170,False,True,English,Email,2026-06-25
PR003171,C003171,True,True,English,Email,2023-08-01
PR003172,C003172,True,True,English,None,2026-05-08
PR003173,C003173,True,True,English,Mobile App,2026-05-24
PR003174,C003174,True,True,English,Mobile App,2025-06-09
PR003175,C003175,False,True,English,SMS,2024-02-15
PR003176,C003176,True,True,English,Email,2025-07-02
PR003177,C003177,False,True,English,SMS,2025-08-31
PR003178,C003178,True,True,English,None,2026-05-22
PR003179,C003179,False,False,Spanish,None,2025-11-23
PR003180,C003180,False,False,English,SMS,2026-06-20
PR003181,C003181,True,True,English,None,2026-06-20
PR003182,C003182,True,True,English,Mobile App,2025-08-12
PR003183,C003183,True,False,English,SMS,2026-02-25
PR003184,C003184,True,True,Spanish,SMS,2026-05-30
PR003185,C003185,True,True,English,Mobile App,2022-09-14
PR003186,C003186,False,False,English,SMS,2024-04-12
PR003187,C003187,False,True,Spanish,SMS,2026-04-06
PR003188,C003188,True,True,Spanish,SMS,2026-01-15
PR003189,C003189,True,True,English,Mobile App,2025-07-15
PR003190,C003190,False,True,English,None,2026-04-25
PR003191,C003191,False,False,English,Email,2025-09-19
PR003192,C003192,False,True,English,SMS,2025-12-28
PR003193,C003193,True,True,Spanish,SMS,2023-03-25
PR003194,C003194,True,False,English,SMS,2023-08-21
PR003195,C003195,True,True,Spanish,SMS,2024-01-17
PR003196,C003196,True,True,English,None,2026-05-26
PR003197,C003197,True,True,Spanish,Email,2024-11-03
PR003198,C003198,True,True,Spanish,None,2026-06-15
PR003199,C003199,True,True,English,Mobile App,2024-12-28
PR003200,C003200,False,True,English,Email,2026-06-26
PR003201,C003201,True,True,English,SMS,2024-07-15
PR003202,C003202,True,True,English,SMS,2026-05-18
PR003203,C003203,True,False,English,Mobile App,2026-05-22
PR003204,C003204,True,True,English,None,2024-04-12
PR003205,C003205,True,False,Spanish,Email,2026-05-25
PR003206,C003206,True,False,Spanish,Email,2025-12-23
PR003207,C003207,False,False,English,None,2025-05-18
PR003208,C003208,True,False,English,None,2026-06-11
PR003209,C003209,True,True,Spanish,Email,2025-04-04
PR003210,C003210,True,True,English,Mobile App,2024-07-18
PR003211,C003211,True,True,English,SMS,2026-05-30
PR003212,C003212,True,True,English,None,2025-03-29
PR003213,C003213,False,False,Spanish,None,2026-03-10
PR003214,C003214,True,False,Spanish,Mobile App,2024-08-21
PR003215,C003215,False,False,English,SMS,2025-06-02
PR003216,C003216,True,True,English,None,2025-01-16
PR003217,C003217,True,False,English,None,2026-04-10
PR003218,C003218,False,True,English,SMS,2025-11-01
PR003219,C003219,True,True,English,Email,2026-04-10
PR003220,C003220,True,False,Spanish,None,2025-06-10
PR003221,C003221,True,True,English,SMS,2024-05-17
PR003222,C003222,True,True,Spanish,Mobile App,2026-06-22
PR003223,C003223,True,False,English,Email,2026-04-13
PR003224,C003224,True,False,Spanish,Email,2024-05-29
PR003225,C003225,True,False,English,Email,2025-04-07
PR003226,C003226,True,False,English,None,2026-04-12
PR003227,C003227,True,False,English,SMS,2026-05-29
PR003228,C003228,False,True,English,Mobile App,2023-09-25
PR003229,C003229,True,True,English,Mobile App,2025-05-27
PR003230,C003230,True,True,English,Email,2024-03-20
PR003231,C003231,False,True,English,SMS,2026-03-19
PR003232,C003232,True,True,Spanish,Mobile App,2024-03-19
PR003233,C003233,False,True,English,Email,2026-06-17
PR003234,C003234,False,True,English,Email,2026-07-06
PR003235,C003235,False,True,English,Mobile App,2025-06-27
PR003236,C003236,True,True,English,None,2026-06-14
PR003237,C003237,True,True,English,SMS,2026-03-25
PR003238,C003238,True,False,English,Mobile App,2026-06-03
PR003239,C003239,False,False,English,SMS,2024-09-28
PR003240,C003240,True,False,English,Email,2024-05-10
PR003241,C003241,True,True,Spanish,None,2024-11-13
PR003242,C003242,True,True,English,Mobile App,2024-07-21
PR003243,C003243,True,False,Spanish,Email,2023-07-17
PR003244,C003244,True,True,Spanish,SMS,2026-05-24
PR003245,C003245,False,True,English,SMS,2024-12-04
PR003246,C003246,False,True,Spanish,SMS,2026-05-08
PR003247,C003247,True,True,English,None,2026-03-10
PR003248,C003248,True,True,English,None,2025-12-20
PR003249,C003249,False,True,English,None,2023-10-10
PR003250,C003250,True,True,English,SMS,2026-01-16
PR003251,C003251,False,False,English,Mobile App,2025-09-06
PR003252,C003252,True,True,English,Email,2025-10-02
PR003253,C003253,True,True,Spanish,Email,2024-01-27
PR003254,C003254,True,True,English,SMS,2025-07-27
PR003255,C003255,True,False,English,Mobile App,2026-06-28
PR003256,C003256,True,True,English,None,2025-10-29
PR003257,C003257,True,True,English,Mobile App,2024-02-19
PR003258,C003258,True,True,Spanish,Email,2025-09-26
PR003259,C003259,True,False,Spanish,None,2024-10-22
PR003260,C003260,True,True,Spanish,Mobile App,2025-02-06
PR003261,C003261,True,False,English,Mobile App,2026-06-19
PR003262,C003262,True,True,English,Mobile App,2026-01-23
PR003263,C003263,True,True,English,Mobile App,2025-08-18
PR003264,C003264,True,False,Spanish,Mobile App,2023-10-28
PR003265,C003265,True,False,English,SMS,2025-03-06
PR003266,C003266,False,True,English,Mobile App,2024-03-17
PR003267,C003267,True,False,English,SMS,2025-03-28
PR003268,C003268,True,True,Spanish,Mobile App,2024-12-07
PR003269,C003269,False,True,English,Email,2024-04-02
PR003270,C003270,True,True,English,SMS,2024-10-22
PR003271,C003271,True,True,English,None,2026-06-02
PR003272,C003272,True,True,English,None,2026-05-03
PR003273,C003273,False,True,Spanish,Email,2025-11-26
PR003274,C003274,True,True,English,SMS,2025-08-31
PR003275,C003275,True,True,English,Mobile App,2022-08-05
PR003276,C003276,True,True,English,Email,2026-05-31
PR003277,C003277,True,True,Spanish,None,2026-03-22
PR003278,C003278,False,True,English,Mobile App,2026-04-27
PR003279,C003279,True,False,English,SMS,2024-02-15
PR003280,C003280,True,True,English,SMS,2025-05-22
PR003281,C003281,True,True,Spanish,Email,2026-07-05
PR003282,C003282,True,False,English,Mobile App,2025-12-30
PR003283,C003283,True,True,English,None,2026-04-03
PR003284,C003284,True,True,Spanish,None,2025-02-13
PR003285,C003285,True,False,English,Email,2025-07-14
PR003286,C003286,True,False,Spanish,Mobile App,2024-06-01
PR003287,C003287,True,True,English,Email,2025-07-23
PR003288,C003288,True,True,English,Mobile App,2025-12-17
PR003289,C003289,True,True,English,None,2026-05-08
PR003290,C003290,False,True,English,None,2026-02-15
PR003291,C003291,False,True,English,Email,2024-09-13
PR003292,C003292,False,True,Spanish,Email,2026-06-06
PR003293,C003293,True,False,English,Email,2022-04-02
PR003294,C003294,True,True,English,None,2024-03-26
PR003295,C003295,False,True,English,Mobile App,2026-07-05
PR003296,C003296,True,True,Spanish,SMS,2023-03-20
PR003297,C003297,False,True,Spanish,None,2023-02-02
PR003298,C003298,True,False,English,Mobile App,2026-04-04
PR003299,C003299,True,True,Spanish,Mobile App,2025-06-17
PR003300,C003300,False,True,English,None,2022-08-06
PR003301,C003301,True,False,English,None,2026-04-05
PR003302,C003302,False,False,English,Email,2024-09-26
PR003303,C003303,True,True,English,Email,2024-12-28
PR003304,C003304,True,False,Spanish,Mobile App,2026-01-22
PR003305,C003305,True,True,English,None,2026-05-01
PR003306,C003306,True,True,English,SMS,2026-07-06
PR003307,C003307,True,True,English,Mobile App,2024-12-29
PR003308,C003308,False,False,English,SMS,2025-09-01
PR003309,C003309,True,False,English,SMS,2025-09-17
PR003310,C003310,True,True,English,Mobile App,2026-03-31
PR003311,C003311,True,True,English,Mobile App,2025-12-26
PR003312,C003312,False,True,Spanish,None,2025-10-17
PR003313,C003313,True,True,English,Email,2025-01-06
PR003314,C003314,True,True,English,None,2026-06-01
PR003315,C003315,False,True,English,Mobile App,2025-11-18
PR003316,C003316,True,False,English,SMS,2025-02-16
PR003317,C003317,True,True,English,Email,2026-05-07
PR003318,C003318,False,True,Spanish,SMS,2025-09-19
PR003319,C003319,True,True,Spanish,Mobile App,2025-09-22
PR003320,C003320,True,False,English,Email,2025-06-15
PR003321,C003321,True,True,English,Mobile App,2025-02-14
PR003322,C003322,False,False,English,None,2025-04-07
PR003323,C003323,True,True,English,None,2023-11-26
PR003324,C003324,True,True,English,Mobile App,2024-12-10
PR003325,C003325,True,False,English,SMS,2024-05-01
PR003326,C003326,True,True,English,Email,2026-05-22
PR003327,C003327,False,True,English,Mobile App,2026-06-28
PR003328,C003328,True,False,English,SMS,2024-09-24
PR003329,C003329,False,True,English,Email,2026-06-28
PR003330,C003330,False,True,Spanish,Mobile App,2026-06-30
PR003331,C003331,True,False,English,SMS,2025-11-23
PR003332,C003332,False,True,English,None,2025-02-15
PR003333,C003333,True,False,English,Mobile App,2025-12-07
PR003334,C003334,True,True,English,Mobile App,2026-02-21
PR003335,C003335,False,True,English,Email,2026-05-30
PR003336,C003336,False,True,English,SMS,2024-02-06
PR003337,C003337,True,False,English,None,2025-07-25
PR003338,C003338,True,True,Spanish,Email,2026-01-22
PR003339,C003339,False,True,Spanish,SMS,2025-09-26
PR003340,C003340,True,False,English,SMS,2026-04-17
PR003341,C003341,True,True,English,Mobile App,2026-05-20
PR003342,C003342,True,True,English,SMS,2025-03-29
PR003343,C003343,True,True,English,None,2023-06-16
PR003344,C003344,False,True,English,Mobile App,2026-06-08
PR003345,C003345,True,False,English,Mobile App,2024-08-15
PR003346,C003346,True,True,English,None,2025-08-08
PR003347,C003347,True,True,English,None,2025-11-30
PR003348,C003348,True,False,Spanish,None,2025-03-05
PR003349,C003349,True,False,English,Email,2024-06-25
PR003350,C003350,True,True,English,Mobile App,2025-12-13
PR003351,C003351,True,True,English,Mobile App,2024-09-21
PR003352,C003352,True,True,Spanish,Email,2025-11-19
PR003353,C003353,True,False,English,Email,2025-12-19
PR003354,C003354,True,True,Spanish,Mobile App,2025-05-10
PR003355,C003355,True,True,English,Email,2025-04-07
PR003356,C003356,False,True,Spanish,Mobile App,2025-12-07
PR003357,C003357,True,True,English,Email,2025-04-18
PR003358,C003358,True,True,English,SMS,2024-09-16
PR003359,C003359,True,True,Spanish,Mobile App,2024-08-26
PR003360,C003360,True,False,English,None,2026-07-07
PR003361,C003361,True,True,English,SMS,2024-09-13
PR003362,C003362,True,True,English,Email,2026-07-03
PR003363,C003363,True,True,Spanish,Email,2026-06-30
PR003364,C003364,True,True,Spanish,Email,2025-01-11
PR003365,C003365,False,True,English,Email,2024-08-18
PR003366,C003366,False,False,English,Email,2022-09-10
PR003367,C003367,True,True,Spanish,Mobile App,2026-06-17
PR003368,C003368,False,False,English,Email,2023-08-28
PR003369,C003369,True,True,English,Mobile App,2026-02-09
PR003370,C003370,True,True,Spanish,Email,2024-10-06
PR003371,C003371,True,False,Spanish,Email,2025-12-20
PR003372,C003372,True,False,English,Email,2026-06-24
PR003373,C003373,True,True,Spanish,SMS,2025-05-02
PR003374,C003374,False,True,Spanish,Mobile App,2025-02-14
PR003375,C003375,True,False,English,None,2026-04-19
PR003376,C003376,True,True,English,Email,2024-07-19
PR003377,C003377,True,True,Spanish,Email,2026-02-05
PR003378,C003378,False,False,Spanish,SMS,2024-11-16
PR003379,C003379,False,False,English,Mobile App,2025-03-10
PR003380,C003380,False,True,English,Mobile App,2024-01-13
PR003381,C003381,True,False,English,Email,2025-12-19
PR003382,C003382,True,True,English,Mobile App,2025-10-18
PR003383,C003383,True,True,English,None,2023-04-29
PR003384,C003384,True,True,English,None,2025-12-09
PR003385,C003385,True,False,Spanish,None,2024-02-19
PR003386,C003386,False,True,English,None,2024-11-10
PR003387,C003387,False,True,English,SMS,2023-09-22
PR003388,C003388,True,True,Spanish,Mobile App,2026-07-06
PR003389,C003389,True,True,English,Email,2023-01-08
PR003390,C003390,True,False,Spanish,Mobile App,2025-05-29
PR003391,C003391,False,True,English,Email,2023-07-07
PR003392,C003392,False,True,English,None,2025-05-24
PR003393,C003393,True,False,English,Email,2026-03-18
PR003394,C003394,False,True,English,Email,2025-04-27
PR003395,C003395,False,True,English,Email,2024-04-29
PR003396,C003396,True,True,English,Mobile App,2026-06-21
PR003397,C003397,True,False,Spanish,SMS,2026-05-23
PR003398,C003398,True,True,English,Mobile App,2026-05-29
PR003399,C003399,False,True,Spanish,SMS,2022-09-02
PR003400,C003400,True,True,English,Email,2024-06-01
PR003401,C003401,True,False,English,SMS,2023-09-20
PR003402,C003402,True,True,English,Email,2026-05-06
PR003403,C003403,False,True,English,None,2025-05-23
PR003404,C003404,True,False,Spanish,SMS,2025-02-28
PR003405,C003405,True,True,English,Mobile App,2024-12-16
PR003406,C003406,False,False,English,None,2024-07-19
PR003407,C003407,True,True,English,Mobile App,2024-01-01
PR003408,C003408,False,True,English,Mobile App,2024-06-04
PR003409,C003409,False,True,English,SMS,2022-11-05
PR003410,C003410,True,False,English,Mobile App,2025-03-19
PR003411,C003411,True,True,English,None,2025-10-29
PR003412,C003412,False,True,English,Email,2026-06-04
PR003413,C003413,False,False,English,None,2025-12-27
PR003414,C003414,False,False,English,SMS,2025-09-05
PR003415,C003415,True,False,English,SMS,2025-03-09
PR003416,C003416,True,True,English,None,2026-02-01
PR003417,C003417,False,True,English,SMS,2025-09-23
PR003418,C003418,False,False,English,Mobile App,2025-02-27
PR003419,C003419,True,False,English,Email,2026-02-03
PR003420,C003420,True,False,Spanish,SMS,2025-10-19
PR003421,C003421,True,False,English,Email,2024-08-24
PR003422,C003422,True,True,Spanish,None,2024-10-01
PR003423,C003423,True,True,Spanish,Mobile App,2025-04-08
PR003424,C003424,False,True,Spanish,Email,2026-01-28
PR003425,C003425,True,True,English,None,2025-09-08
PR003426,C003426,True,True,Spanish,Email,2024-11-30
PR003427,C003427,True,False,English,SMS,2024-08-16
PR003428,C003428,False,True,English,Email,2026-06-28
PR003429,C003429,True,True,Spanish,Email,2025-03-28
PR003430,C003430,False,True,English,SMS,2025-07-13
PR003431,C003431,True,True,English,Email,2026-04-11
PR003432,C003432,True,False,Spanish,SMS,2026-06-28
PR003433,C003433,True,False,English,SMS,2024-09-30
PR003434,C003434,True,True,Spanish,Email,2025-03-27
PR003435,C003435,True,True,Spanish,Mobile App,2026-01-04
PR003436,C003436,True,True,English,SMS,2022-09-05
PR003437,C003437,True,False,English,Mobile App,2025-06-01
PR003438,C003438,True,True,English,SMS,2025-06-26
PR003439,C003439,False,True,English,SMS,2024-07-20
PR003440,C003440,False,True,English,SMS,2026-03-19
PR003441,C003441,True,True,Spanish,SMS,2024-11-02
PR003442,C003442,False,True,English,SMS,2025-05-10
PR003443,C003443,False,False,English,Email,2023-10-24
PR003444,C003444,True,False,English,None,2026-01-24
PR003445,C003445,True,True,English,None,2025-05-26
PR003446,C003446,True,True,English,None,2026-03-25
PR003447,C003447,True,False,English,SMS,2024-11-23
PR003448,C003448,False,True,English,Email,2026-05-26
PR003449,C003449,True,False,Spanish,None,2025-04-14
PR003450,C003450,True,True,English,Email,2026-04-08
PR003451,C003451,True,True,English,SMS,2025-04-16
PR003452,C003452,True,True,English,None,2025-11-27
PR003453,C003453,False,True,Spanish,Mobile App,2026-04-23
PR003454,C003454,True,True,English,None,2026-03-20
PR003455,C003455,True,True,English,SMS,2025-10-13
PR003456,C003456,True,True,English,Mobile App,2025-05-13
PR003457,C003457,True,True,Spanish,Mobile App,2026-05-27
PR003458,C003458,False,True,English,None,2026-01-12
PR003459,C003459,True,True,English,None,2023-10-14
PR003460,C003460,True,True,English,None,2026-04-26
PR003461,C003461,True,False,English,Mobile App,2023-08-10
PR003462,C003462,True,False,English,None,2026-03-10
PR003463,C003463,True,False,English,None,2026-03-23
PR003464,C003464,True,False,English,None,2024-03-16
PR003465,C003465,True,True,Spanish,None,2024-10-17
PR003466,C003466,True,False,English,SMS,2023-09-17
PR003467,C003467,True,False,English,SMS,2025-11-28
PR003468,C003468,True,True,English,Mobile App,2024-03-23
PR003469,C003469,True,False,Spanish,SMS,2025-03-31
PR003470,C003470,False,True,English,Email,2025-01-01
PR003471,C003471,True,False,English,Mobile App,2026-05-25
PR003472,C003472,True,True,Spanish,Email,2024-11-23
PR003473,C003473,True,True,Spanish,Email,2025-10-09
PR003474,C003474,True,True,English,Email,2025-03-21
PR003475,C003475,True,True,Spanish,None,2026-06-01
PR003476,C003476,True,False,English,Email,2025-11-15
PR003477,C003477,True,True,English,Email,2025-09-15
PR003478,C003478,True,True,English,Email,2026-06-23
PR003479,C003479,True,False,Spanish,Mobile App,2026-03-23
PR003480,C003480,True,True,Spanish,None,2022-06-11
PR003481,C003481,True,True,Spanish,Email,2024-02-01
PR003482,C003482,False,False,Spanish,Email,2025-09-22
PR003483,C003483,True,True,English,Mobile App,2024-09-29
PR003484,C003484,True,False,English,Email,2026-01-12
PR003485,C003485,True,True,English,Mobile App,2025-12-06
PR003486,C003486,False,True,English,None,2026-04-26
PR003487,C003487,True,True,English,None,2023-10-12
PR003488,C003488,True,False,Spanish,Mobile App,2025-01-15
PR003489,C003489,True,False,English,SMS,2025-11-18
PR003490,C003490,True,True,English,None,2025-07-09
PR003491,C003491,True,False,Spanish,None,2025-05-07
PR003492,C003492,False,True,English,None,2024-06-22
PR003493,C003493,True,True,English,None,2026-03-07
PR003494,C003494,True,True,English,SMS,2026-02-21
PR003495,C003495,True,True,Spanish,Mobile App,2023-11-20
PR003496,C003496,False,True,English,None,2026-06-24
PR003497,C003497,True,False,Spanish,SMS,2025-06-12
PR003498,C003498,True,False,English,Mobile App,2023-11-12
PR003499,C003499,True,True,English,Mobile App,2026-06-25
PR003500,C003500,True,True,English,SMS,2026-04-27
PR003501,C003501,False,True,English,Mobile App,2026-01-29
PR003502,C003502,True,False,English,Email,2025-10-06
PR003503,C003503,True,True,English,Email,2025-12-21
PR003504,C003504,True,False,Spanish,Mobile App,2024-10-23
PR003505,C003505,True,True,English,None,2025-03-05
