transaction_id,customer_id,store_id,transaction_date,payment_method,transaction_total
T0001118,C002611,ST0298,2026-02-13,Credit Card,161.36
T0001119,C001989,ST0345,2026-03-05,Cash,195.99
T0001120,C001638,ST0288,2025-10-08,Debit Card,14.62
T0001121,C002332,ST0313,2026-03-17,Credit Card,237.32
T0001122,C002229,ST0094,2024-08-30,Mobile Payment,36.84
T0001123,C003214,ST0081,2025-06-08,Credit Card,93.42
T0001124,C007401,ST0163,2026-02-21,Mobile Payment,59.23
T0001125,C009568,ST0034,2025-04-10,Credit Card,209.39
T0001126,C000831,ST0138,2025-08-14,Cash,210.38
T0001127,C008021,ST0004,2026-03-22,Cash,113.8
T0001128,C009979,ST0187,2024-10-11,Mobile Payment,201.34
T0001129,C006194,ST0154,2025-02-28,Cash,178.18
T0001130,C000179,ST0331,2024-10-11,Credit Card,179.02
T0001131,C000621,ST0332,2024-10-23,Mobile Payment,86.81
T0001132,C006994,ST0198,2025-10-28,Credit Card,125.0
T0001133,C005299,ST0106,2026-04-01,Debit Card,120.12
T0001134,C000123,ST0161,2026-01-26,Cash,100.24
T0001135,C006923,ST0015,2026-05-21,Debit Card,246.2
T0001136,C000675,ST0092,2025-08-08,Credit Card,25.19
T0001137,C007981,ST0036,2025-10-13,Mobile Payment,203.9
T0001138,C004432,ST0215,2026-03-21,Credit Card,248.85
T0001139,C001764,ST0075,2024-11-24,Credit Card,240.8
T0001140,C001929,ST0029,2026-02-18,Cash,216.09
T0001141,C009616,ST0245,2024-08-27,Cash,18.46
T0001142,C002689,ST0042,2026-04-29,Mobile Payment,241.02
T0001143,C001972,ST0129,2026-05-20,Mobile Payment,234.67
T0001144,C006955,ST0148,2026-04-08,Mobile Payment,95.44
T0001145,C007428,ST0325,2026-04-10,Cash,44.38
T0001146,C001485,ST0087,2024-10-24,Cash,146.54
T0001147,C006256,ST0134,2024-12-09,Mobile Payment,217.43
T0001148,C001280,ST0262,2024-12-14,Debit Card,80.42
T0001149,C009448,ST0061,2026-02-19,Debit Card,72.79
T0001150,C000100,ST0310,2024-10-07,Debit Card,153.85
T0001151,C008676,ST0284,2025-10-19,Credit Card,179.32
T0001152,C003834,ST0034,2024-10-20,Credit Card,206.99
T0001153,C007011,ST0319,2024-10-17,Credit Card,183.99
T0001154,C004637,ST0156,2026-05-23,Mobile Payment,43.97
T0001155,C008150,ST0184,2025-06-19,Credit Card,29.18
T0001156,C004119,ST0352,2025-12-04,Credit Card,95.91
T0001157,C002966,ST0173,2025-06-11,Debit Card,179.08
T0001158,C003386,ST0308,2024-08-27,Debit Card,72.32
T0001159,C005562,ST0217,2024-11-05,Mobile Payment,131.87
T0001160,C004867,ST0182,2026-01-22,Credit Card,240.32
T0001161,C006386,ST0197,2025-01-07,Debit Card,55.19
T0001162,C009430,ST0201,2025-06-23,Cash,155.78
T0001163,C003910,ST0292,2025-03-17,Debit Card,111.59
T0001164,C000869,ST0215,2024-10-20,Credit Card,159.81
T0001165,C008810,ST0187,2025-09-17,Credit Card,201.25
T0001166,C002507,ST0230,2025-06-11,Credit Card,129.35
T0001167,C008419,ST0171,2025-04-05,Credit Card,54.46
T0001168,C006906,ST0234,2025-02-15,Debit Card,71.12
T0001169,C006388,ST0219,2024-08-26,Mobile Payment,50.1
T0001170,C001378,ST0101,2025-06-02,Mobile Payment,223.92
T0001171,C001420,ST0310,2025-10-24,Debit Card,96.97
T0001172,C008602,ST0170,2025-04-29,Cash,189.36
T0001173,C000067,ST0114,2026-02-11,Mobile Payment,43.5
T0001174,C008055,ST0071,2025-06-26,Cash,146.35
T0001175,C009188,ST0196,2025-11-15,Mobile Payment,39.68
T0001176,C008791,ST0040,2024-11-16,Mobile Payment,7.3
T0001177,C007807,ST0255,2026-01-28,Credit Card,87.95
T0001178,C004902,ST0089,2024-07-24,Credit Card,30.66
T0001179,C005383,ST0265,2026-02-18,Credit Card,57.62
T0001180,C004827,ST0241,2025-01-22,Credit Card,34.57
T0001181,C002985,ST0097,2026-02-22,Cash,215.31
T0001182,C002358,ST0269,2025-06-06,Cash,13.63
T0001183,C001446,ST0195,2025-03-06,Mobile Payment,218.03
T0001184,C009401,ST0151,2025-08-16,Mobile Payment,212.72
T0001185,C007695,ST0219,2024-07-24,Debit Card,192.67
T0001186,C008811,ST0224,2024-09-15,Mobile Payment,188.04
T0001187,C006532,ST0184,2025-12-29,Credit Card,195.61
T0001188,C008570,ST0039,2025-04-27,Cash,96.06
T0001189,C004159,ST0073,2026-03-04,Credit Card,117.37
T0001190,C002596,ST0003,2026-04-30,Cash,61.0
T0001191,C006828,ST0300,2025-11-11,Credit Card,62.72
T0001192,C001494,ST0216,2025-01-07,Credit Card,85.8
T0001193,C003796,ST0218,2026-03-21,Cash,79.85
T0001194,C008977,ST0163,2025-09-14,Debit Card,78.95
T0001195,C006011,ST0308,2025-07-17,Cash,56.25
T0001196,C007831,ST0010,2025-01-11,Mobile Payment,66.77
T0001197,C007814,ST0216,2024-07-07,Cash,146.39
T0001198,C004484,ST0172,2025-10-20,Cash,200.64
T0001199,C006448,ST0168,2025-01-24,Credit Card,239.05
T0001200,C009341,ST0191,2025-09-10,Mobile Payment,161.27
T0001201,C002475,ST0321,2025-03-19,Credit Card,199.2
T0001202,C004479,ST0260,2024-08-25,Credit Card,111.09
T0001203,C009862,ST0169,2025-10-21,Credit Card,99.04
T0001204,C003909,ST0022,2026-06-23,Mobile Payment,241.12
T0001205,C003384,ST0041,2024-12-30,Cash,184.27
T0001206,C005025,ST0233,2025-05-20,Cash,66.98
T0001207,C008429,ST0047,2024-12-02,Mobile Payment,110.37
T0001208,C002313,ST0047,2024-12-14,Cash,235.1
T0001209,C009706,ST0020,2026-04-29,Debit Card,29.74
T0001210,C001591,ST0222,2025-10-23,Credit Card,49.61
T0001211,C002727,ST0047,2024-11-21,Credit Card,101.96
T0001212,C001760,ST0036,2025-11-13,Debit Card,62.51
T0001213,C001563,ST0343,2025-05-20,Cash,230.76
T0001214,C009952,ST0167,2026-02-14,Mobile Payment,81.28
T0001215,C007667,ST0132,2025-01-01,Credit Card,106.07
T0001216,C002476,ST0164,2026-03-20,Credit Card,35.01
T0001217,C007712,ST0297,2024-08-31,Mobile Payment,223.78
T0001218,C001392,ST0313,2025-07-09,Debit Card,85.48
T0001219,C008330,ST0205,2025-02-19,Debit Card,9.32
T0001220,C002812,ST0065,2025-08-16,Credit Card,225.05
T0001221,C005409,ST0278,2024-10-15,Mobile Payment,158.84
T0001222,C001499,ST0241,2026-04-05,Mobile Payment,219.35
T0001223,C005157,ST0209,2025-11-19,Debit Card,179.58
T0001224,C004430,ST0237,2025-06-11,Mobile Payment,159.07
T0001225,C008558,ST0281,2025-12-12,Debit Card,81.28
T0001226,C008120,ST0229,2026-06-29,Cash,126.19
T0001227,C004132,ST0351,2026-06-22,Credit Card,233.77
T0001228,C003681,ST0147,2025-04-15,Cash,79.75
T0001229,C005746,ST0274,2024-07-25,Debit Card,198.38
T0001230,C008798,ST0273,2024-12-28,Mobile Payment,166.41
T0001231,C003074,ST0152,2026-03-18,Credit Card,247.64
T0001232,C005212,ST0276,2025-08-21,Mobile Payment,240.23
T0001233,C002237,ST0059,2025-06-07,Debit Card,21.29
T0001234,C000428,ST0116,2026-03-18,Mobile Payment,87.01
T0001235,C001212,ST0256,2025-02-06,Mobile Payment,209.14
T0001236,C004277,ST0206,2024-12-13,Mobile Payment,135.09
T0001237,C004886,ST0032,2025-11-11,Cash,142.05
T0001238,C002286,ST0214,2025-09-13,Credit Card,84.13
T0001239,C006774,ST0303,2026-02-15,Mobile Payment,112.94
T0001240,C005200,ST0281,2025-06-04,Mobile Payment,42.82
T0001241,C002291,ST0031,2025-07-11,Credit Card,171.02
T0001242,C008325,ST0056,2026-01-12,Credit Card,189.63
T0001243,C003098,ST0215,2025-09-01,Credit Card,228.33
T0001244,C005356,ST0003,2025-02-12,Debit Card,91.56
T0001245,C006618,ST0286,2026-02-01,Mobile Payment,120.8
T0001246,C008586,ST0116,2026-04-29,Credit Card,242.79
T0001247,C006110,ST0202,2025-02-14,Credit Card,9.6
T0001248,C003147,ST0134,2025-01-07,Cash,195.65
T0001249,C005774,ST0098,2025-01-12,Credit Card,222.59
T0001250,C006412,ST0073,2024-09-23,Debit Card,202.22
T0001251,C002864,ST0319,2024-10-01,Credit Card,22.81
T0001252,C001032,ST0320,2026-03-01,Cash,180.19
T0001253,C004782,ST0059,2026-01-21,Debit Card,46.5
T0001254,C000775,ST0256,2025-06-02,Cash,41.74
T0001255,C003946,ST0102,2024-09-15,Credit Card,140.28
T0001256,C001821,ST0169,2026-06-03,Cash,213.56
T0001257,C003479,ST0122,2025-05-06,Mobile Payment,102.32
T0001258,C002801,ST0302,2025-01-13,Credit Card,6.89
T0001259,C004381,ST0062,2025-05-01,Credit Card,20.11
T0001260,C007708,ST0351,2025-05-14,Debit Card,117.5
T0001261,C008737,ST0046,2025-04-06,Cash,201.38
T0001262,C007963,ST0273,2026-02-08,Debit Card,168.29
T0001263,C004455,ST0197,2025-11-26,Credit Card,209.56
T0001264,C005816,ST0047,2025-04-05,Cash,106.71
T0001265,C000525,ST0068,2024-12-20,Mobile Payment,130.86
T0001266,C002127,ST0163,2025-08-12,Credit Card,7.59
T0001267,C009484,ST0001,2025-12-05,Debit Card,132.24
T0001268,C008206,ST0184,2026-04-29,Cash,77.44
T0001269,C006435,ST0053,2025-10-03,Cash,232.95
T0001270,C002833,ST0331,2024-07-14,Mobile Payment,43.73
T0001271,C006939,ST0114,2025-10-14,Cash,209.73
T0001272,C000176,ST0142,2024-12-14,Debit Card,68.85
T0001273,C008572,ST0325,2024-11-06,Mobile Payment,117.23
T0001274,C008542,ST0298,2026-03-16,Cash,26.43
T0001275,C005227,ST0060,2024-11-19,Credit Card,115.94
T0001276,C002254,ST0200,2024-07-30,Cash,121.24
T0001277,C001923,ST0123,2026-01-24,Cash,187.92
T0001278,C007045,ST0223,2025-01-28,Cash,135.6
T0001279,C000916,ST0232,2025-08-02,Credit Card,224.79
T0001280,C007646,ST0059,2025-03-04,Debit Card,180.4
T0001281,C000516,ST0284,2025-03-22,Mobile Payment,47.41
T0001282,C004779,ST0287,2025-08-17,Cash,50.22
T0001283,C001371,ST0295,2024-08-22,Cash,46.04
T0001284,C007616,ST0020,2025-01-01,Debit Card,44.14
T0001285,C001275,ST0219,2026-01-31,Cash,34.64
T0001286,C006986,ST0104,2025-03-11,Mobile Payment,17.42
T0001287,C001846,ST0349,2025-01-11,Cash,203.28
T0001288,C006948,ST0066,2026-04-27,Debit Card,217.81
T0001289,C008086,ST0287,2026-05-13,Cash,239.46
T0001290,C005703,ST0128,2026-05-24,Mobile Payment,200.83
T0001291,C002776,ST0133,2024-10-21,Mobile Payment,114.37
T0001292,C005978,ST0111,2026-01-01,Debit Card,151.38
T0001293,C006843,ST0311,2025-04-26,Debit Card,150.95
T0001294,C002275,ST0034,2025-09-07,Mobile Payment,164.18
T0001295,C005867,ST0159,2026-06-07,Mobile Payment,171.39
T0001296,C005822,ST0225,2025-04-12,Cash,61.69
T0001297,C005193,ST0009,2024-08-19,Cash,135.16
T0001298,C003287,ST0088,2026-06-10,Mobile Payment,54.86
T0001299,C006640,ST0309,2025-11-17,Credit Card,203.84
T0001300,C008915,ST0124,2024-09-19,Credit Card,33.18
T0001301,C003149,ST0225,2025-06-03,Cash,128.31
T0001302,C000398,ST0102,2025-04-24,Credit Card,91.98
T0001303,C007014,ST0070,2025-07-23,Credit Card,93.07
T0001304,C006385,ST0247,2025-03-29,Cash,105.27
T0001305,C007677,ST0275,2024-08-26,Mobile Payment,62.24
T0001306,C001140,ST0262,2025-05-01,Mobile Payment,190.37
T0001307,C000703,ST0279,2025-10-19,Cash,9.03
T0001308,C001710,ST0063,2025-08-25,Credit Card,23.53
T0001309,C007249,ST0024,2024-09-12,Cash,214.98
T0001310,C006261,ST0122,2025-06-11,Debit Card,89.7
T0001311,C004931,ST0111,2024-09-23,Mobile Payment,47.99
T0001312,C005051,ST0208,2025-09-11,Credit Card,122.21
T0001313,C003047,ST0033,2024-08-31,Debit Card,239.96
T0001314,C003967,ST0331,2026-06-23,Mobile Payment,125.71
T0001315,C005969,ST0258,2025-02-07,Debit Card,69.88
T0001316,C009778,ST0091,2025-09-07,Cash,139.57
T0001317,C006391,ST0227,2025-05-23,Mobile Payment,155.67
T0001318,C005721,ST0325,2024-08-08,Cash,93.69
T0001319,C009413,ST0056,2025-03-24,Credit Card,183.99
T0001320,C003059,ST0017,2026-02-27,Credit Card,249.75
T0001321,C007945,ST0255,2024-12-28,Debit Card,170.05
T0001322,C002334,ST0139,2026-06-09,Credit Card,73.53
T0001323,C005287,ST0140,2026-02-21,Credit Card,160.29
T0001324,C000851,ST0185,2025-04-16,Cash,123.9
T0001325,C005101,ST0301,2024-12-17,Debit Card,77.63
T0001326,C005247,ST0196,2026-01-16,Mobile Payment,85.07
T0001327,C002571,ST0324,2025-12-14,Credit Card,57.54
T0001328,C009691,ST0271,2026-07-02,Debit Card,77.24
T0001329,C001947,ST0176,2025-11-03,Mobile Payment,140.19
T0001330,C007832,ST0297,2026-01-03,Cash,248.26
T0001331,C001810,ST0013,2025-12-07,Mobile Payment,86.05
T0001332,C004228,ST0132,2025-02-22,Mobile Payment,185.29
T0001333,C006248,ST0037,2025-10-08,Debit Card,115.15
T0001334,C007051,ST0004,2025-09-16,Mobile Payment,210.49
T0001335,C009991,ST0191,2025-03-22,Debit Card,84.87
T0001336,C006877,ST0029,2024-10-03,Mobile Payment,39.04
T0001337,C002509,ST0180,2026-03-06,Mobile Payment,15.38
T0001338,C008688,ST0118,2026-07-05,Debit Card,13.85
T0001339,C002421,ST0313,2024-08-17,Mobile Payment,187.59
T0001340,C007895,ST0162,2025-12-07,Cash,160.87
T0001341,C005303,ST0334,2024-10-11,Cash,200.88
T0001342,C001033,ST0187,2025-04-12,Credit Card,12.74
T0001343,C002035,ST0303,2025-04-17,Cash,104.95
T0001344,C001023,ST0123,2024-08-21,Cash,171.74
T0001345,C004847,ST0031,2025-10-09,Mobile Payment,244.1
T0001346,C005628,ST0086,2025-11-29,Mobile Payment,173.19
T0001347,C006657,ST0100,2025-08-30,Cash,114.84
T0001348,C005783,ST0233,2025-09-26,Mobile Payment,133.99
T0001349,C008453,ST0313,2026-06-03,Credit Card,43.8
T0001350,C002901,ST0286,2025-03-26,Mobile Payment,216.7
T0001351,C001492,ST0199,2025-09-04,Mobile Payment,202.19
T0001352,C003942,ST0045,2025-02-10,Credit Card,33.35
T0001353,C004483,ST0210,2024-10-07,Cash,116.56
T0001354,C006234,ST0181,2025-02-26,Cash,90.01
T0001355,C005449,ST0138,2024-12-17,Credit Card,142.32
T0001356,C007027,ST0065,2024-07-29,Mobile Payment,48.91
T0001357,C001078,ST0341,2026-06-13,Cash,146.09
T0001358,C007416,ST0312,2025-12-23,Credit Card,236.36
T0001359,C005598,ST0269,2025-05-12,Credit Card,213.78
T0001360,C009182,ST0229,2026-04-23,Cash,205.03
T0001361,C008632,ST0120,2026-06-30,Credit Card,234.42
T0001362,C001749,ST0176,2026-06-21,Credit Card,236.55
T0001363,C001256,ST0088,2025-12-06,Credit Card,214.96
T0001364,C009009,ST0047,2025-10-12,Debit Card,157.15
T0001365,C008013,ST0173,2026-03-17,Debit Card,30.46
T0001366,C006244,ST0044,2024-11-02,Debit Card,93.22
T0001367,C000924,ST0346,2024-11-26,Cash,153.17
T0001368,C002551,ST0040,2026-04-12,Cash,184.9
T0001369,C009001,ST0196,2026-06-12,Debit Card,171.75
T0001370,C004186,ST0036,2024-07-07,Credit Card,30.57
T0001371,C005401,ST0172,2025-09-25,Debit Card,25.44
T0001372,C004344,ST0216,2024-07-08,Mobile Payment,172.72
T0001373,C007846,ST0330,2025-10-28,Debit Card,239.56
T0001374,C006967,ST0120,2024-08-07,Credit Card,244.49
T0001375,C004634,ST0295,2024-08-24,Credit Card,181.26
T0001376,C008892,ST0184,2026-03-29,Debit Card,40.54
T0001377,C000598,ST0133,2024-07-17,Debit Card,226.56
T0001378,C000321,ST0280,2025-12-06,Credit Card,88.53
T0001379,C004972,ST0005,2026-05-12,Cash,9.05
T0001380,C004104,ST0284,2025-12-15,Mobile Payment,184.19
T0001381,C008756,ST0302,2026-05-14,Mobile Payment,12.77
T0001382,C001505,ST0005,2025-06-27,Credit Card,95.92
T0001383,C000520,ST0245,2026-01-13,Cash,112.87
T0001384,C005032,ST0323,2024-08-23,Credit Card,88.53
T0001385,C007289,ST0259,2026-02-28,Debit Card,166.71
T0001386,C006316,ST0023,2026-01-23,Cash,243.85
T0001387,C000778,ST0265,2026-02-18,Credit Card,125.43
T0001388,C006819,ST0348,2025-01-22,Credit Card,229.82
T0001389,C006683,ST0228,2025-03-08,Debit Card,72.16
T0001390,C003170,ST0100,2025-10-15,Mobile Payment,224.62
T0001391,C001474,ST0064,2026-02-28,Mobile Payment,242.07
T0001392,C007123,ST0271,2025-11-08,Cash,201.68
T0001393,C000181,ST0169,2026-04-03,Debit Card,48.93
T0001394,C005533,ST0027,2026-06-05,Mobile Payment,205.77
T0001395,C007859,ST0320,2026-04-27,Credit Card,42.31
T0001396,C004403,ST0190,2025-06-14,Debit Card,72.96
T0001397,C001185,ST0034,2024-11-18,Mobile Payment,131.59
T0001398,C004688,ST0201,2025-03-09,Credit Card,145.23
T0001399,C003904,ST0128,2024-07-19,Debit Card,242.96
T0001400,C007214,ST0045,2026-05-14,Debit Card,127.7
T0001401,C009487,ST0101,2026-01-16,Credit Card,103.52
T0001402,C000523,ST0320,2026-02-27,Credit Card,163.58
T0001403,C003724,ST0145,2024-12-17,Credit Card,62.16
T0001404,C002031,ST0169,2025-12-02,Debit Card,108.48
T0001405,C007163,ST0200,2025-09-30,Credit Card,119.49
T0001406,C006209,ST0170,2025-01-05,Debit Card,205.53
T0001407,C004998,ST0178,2025-09-20,Mobile Payment,88.22
T0001408,C002721,ST0230,2026-01-09,Credit Card,187.03
T0001409,C000448,ST0163,2026-01-26,Credit Card,167.83
T0001410,C000190,ST0078,2025-08-05,Cash,191.53
T0001411,C008643,ST0123,2024-10-03,Cash,144.6
T0001412,C007660,ST0299,2025-05-17,Cash,160.13
T0001413,C000670,ST0112,2025-03-24,Cash,159.41
T0001414,C004583,ST0047,2025-03-23,Debit Card,60.22
T0001415,C003130,ST0269,2025-09-20,Credit Card,151.53
T0001416,C003254,ST0040,2026-03-13,Debit Card,120.74
T0001417,C006016,ST0293,2024-08-08,Debit Card,150.16
T0001418,C003661,ST0307,2024-07-21,Credit Card,6.84
T0001419,C003243,ST0124,2026-04-07,Credit Card,26.37
T0001420,C000747,ST0053,2025-12-01,Credit Card,141.46
T0001421,C009689,ST0258,2025-02-23,Debit Card,13.83
T0001422,C008611,ST0150,2025-09-05,Credit Card,48.65
T0001423,C004327,ST0148,2025-08-17,Debit Card,146.95
T0001424,C001292,ST0077,2025-04-18,Mobile Payment,200.11
T0001425,C004161,ST0081,2026-06-21,Credit Card,6.03
T0001426,C005998,ST0227,2025-04-05,Mobile Payment,93.11
T0001427,C000005,ST0014,2025-05-28,Mobile Payment,203.1
T0001428,C006578,ST0102,2026-03-25,Cash,33.48
T0001429,C000915,ST0142,2026-03-21,Mobile Payment,6.01
T0001430,C003134,ST0253,2026-06-07,Credit Card,8.77
T0001431,C004106,ST0201,2026-05-16,Debit Card,127.77
T0001432,C008338,ST0041,2024-08-26,Debit Card,223.69
T0001433,C003960,ST0048,2025-02-27,Cash,186.96
T0001434,C002766,ST0309,2025-06-05,Mobile Payment,70.92
T0001435,C005862,ST0264,2026-03-27,Debit Card,41.84
T0001436,C003874,ST0129,2025-05-02,Cash,124.76
T0001437,C002960,ST0287,2025-06-22,Debit Card,10.22
T0001438,C006726,ST0103,2024-11-25,Debit Card,105.67
T0001439,C006460,ST0066,2026-01-03,Debit Card,48.21
T0001440,C006735,ST0316,2025-05-25,Credit Card,26.98
T0001441,C002882,ST0346,2025-12-19,Debit Card,90.79
T0001442,C000002,ST0322,2025-01-09,Credit Card,193.64
T0001443,C004164,ST0289,2025-06-01,Credit Card,50.79
T0001444,C002780,ST0349,2026-01-07,Mobile Payment,74.82
T0001445,C009108,ST0115,2025-10-03,Mobile Payment,51.94
T0001446,C005496,ST0077,2026-05-11,Mobile Payment,215.59
T0001447,C001764,ST0184,2024-09-23,Mobile Payment,225.33
T0001448,C000229,ST0128,2024-11-05,Credit Card,198.5
T0001449,C000733,ST0250,2026-04-02,Credit Card,167.96
T0001450,C000929,ST0259,2026-06-27,Credit Card,46.46
T0001451,C005261,ST0337,2025-04-06,Mobile Payment,11.19
T0001452,C006120,ST0005,2025-02-03,Mobile Payment,104.08
T0001453,C005131,ST0251,2025-11-08,Debit Card,153.01
T0001454,C003426,ST0215,2024-12-09,Mobile Payment,194.01
T0001455,C005419,ST0185,2025-07-10,Cash,218.88
T0001456,C001302,ST0262,2025-01-14,Credit Card,91.93
T0001457,C007270,ST0018,2025-10-23,Mobile Payment,93.29
T0001458,C004426,ST0304,2025-02-18,Credit Card,7.74
T0001459,C000365,ST0094,2026-04-19,Credit Card,169.29
T0001460,C001198,ST0176,2025-06-09,Mobile Payment,233.97
T0001461,C006856,ST0004,2025-04-08,Cash,193.72
T0001462,C006366,ST0240,2025-10-11,Credit Card,109.56
T0001463,C005399,ST0220,2025-10-13,Mobile Payment,207.65
T0001464,C009497,ST0202,2026-04-20,Mobile Payment,106.47
T0001465,C003753,ST0166,2025-11-06,Mobile Payment,97.84
T0001466,C007067,ST0078,2026-06-23,Debit Card,234.59
T0001467,C001749,ST0334,2024-12-01,Cash,52.76
T0001468,C006175,ST0224,2026-06-26,Debit Card,121.55
T0001469,C005643,ST0023,2026-04-21,Cash,81.39
T0001470,C004453,ST0310,2026-03-26,Cash,75.27
T0001471,C006942,ST0332,2025-02-06,Debit Card,197.63
T0001472,C005485,ST0058,2024-12-18,Debit Card,126.77
T0001473,C008638,ST0292,2026-02-05,Credit Card,95.87
T0001474,C006557,ST0259,2024-11-02,Cash,52.47
T0001475,C007064,ST0019,2025-12-30,Cash,217.24
T0001476,C002142,ST0087,2026-04-20,Debit Card,93.36
T0001477,C001970,ST0023,2025-12-01,Credit Card,138.63
T0001478,C001499,ST0079,2025-01-16,Credit Card,40.03
T0001479,C002061,ST0165,2025-09-17,Credit Card,13.98
T0001480,C006788,ST0089,2026-05-18,Cash,129.29
T0001481,C006430,ST0100,2025-03-15,Mobile Payment,66.65
T0001482,C000376,ST0225,2024-11-10,Debit Card,22.43
T0001483,C000886,ST0153,2025-02-08,Mobile Payment,136.12
T0001484,C009034,ST0236,2025-06-03,Credit Card,179.01
T0001485,C003993,ST0260,2025-06-14,Mobile Payment,218.73
T0001486,C001381,ST0199,2024-09-21,Mobile Payment,22.23
T0001487,C005744,ST0272,2024-08-16,Mobile Payment,129.11
T0001488,C003754,ST0336,2025-07-01,Credit Card,40.51
T0001489,C004881,ST0217,2025-02-05,Cash,55.57
T0001490,C007045,ST0310,2025-03-15,Mobile Payment,88.34
T0001491,C006675,ST0276,2024-08-13,Credit Card,193.5
T0001492,C008370,ST0274,2025-05-08,Credit Card,243.84
T0001493,C007767,ST0256,2025-03-19,Cash,137.63
T0001494,C005046,ST0053,2025-02-14,Credit Card,180.03
T0001495,C003287,ST0172,2024-07-13,Cash,5.69
T0001496,C003767,ST0290,2025-03-15,Cash,30.66
T0001497,C005585,ST0313,2025-05-19,Mobile Payment,92.54
T0001498,C001450,ST0146,2025-08-11,Cash,193.36
T0001499,C001590,ST0005,2026-02-16,Credit Card,27.02
T0001500,C006378,ST0294,2025-12-12,Credit Card,36.29
T0001501,C008384,ST0243,2025-11-16,Mobile Payment,116.11
T0001502,C003509,ST0298,2025-04-13,Mobile Payment,134.34
T0001503,C007041,ST0119,2025-12-02,Credit Card,177.75
T0001504,C001324,ST0012,2026-04-09,Debit Card,149.18
T0001505,C008119,ST0049,2026-03-03,Mobile Payment,150.86
T0001506,C004029,ST0235,2024-10-14,Cash,163.48
T0001507,C009478,ST0209,2025-04-29,Credit Card,7.01
T0001508,C003052,ST0139,2025-04-03,Mobile Payment,210.88
T0001509,C000247,ST0311,2025-11-12,Credit Card,242.33
T0001510,C007929,ST0151,2026-05-05,Debit Card,240.17
T0001511,C003868,ST0176,2025-04-08,Cash,95.97
T0001512,C001943,ST0049,2024-11-19,Mobile Payment,167.75
T0001513,C004960,ST0147,2025-03-16,Cash,134.07
T0001514,C006632,ST0261,2025-10-02,Credit Card,201.14
T0001515,C007608,ST0160,2025-07-22,Debit Card,115.4
T0001516,C000658,ST0024,2024-07-09,Cash,18.35
T0001517,C007468,ST0288,2024-09-13,Mobile Payment,13.04
T0001518,C000653,ST0092,2024-12-02,Credit Card,220.61
T0001519,C007464,ST0203,2025-07-26,Cash,92.77
T0001520,C006065,ST0308,2026-03-26,Cash,22.64
T0001521,C001487,ST0254,2026-02-27,Credit Card,107.08
T0001522,C000847,ST0158,2025-05-23,Credit Card,39.43
T0001523,C007785,ST0041,2024-12-03,Debit Card,181.59
T0001524,C009638,ST0325,2024-12-26,Mobile Payment,242.43
T0001525,C009592,ST0315,2025-07-24,Debit Card,92.22
T0001526,C004910,ST0097,2025-09-04,Cash,62.55
T0001527,C003429,ST0332,2025-02-27,Mobile Payment,189.28
T0001528,C009217,ST0329,2026-07-04,Cash,221.07
T0001529,C009885,ST0049,2025-12-11,Debit Card,154.12
T0001530,C005900,ST0157,2026-04-10,Credit Card,223.28
T0001531,C002591,ST0080,2024-09-23,Mobile Payment,133.11
T0001532,C001025,ST0285,2025-06-23,Credit Card,85.77
T0001533,C007617,ST0274,2026-03-08,Debit Card,101.89
T0001534,C004583,ST0328,2025-12-20,Debit Card,90.85
T0001535,C003031,ST0147,2024-11-09,Cash,141.43
T0001536,C008169,ST0098,2026-01-14,Credit Card,93.5
T0001537,C000629,ST0248,2026-06-26,Cash,89.99
T0001538,C008946,ST0179,2025-05-30,Mobile Payment,8.71
T0001539,C009343,ST0305,2025-12-05,Mobile Payment,212.24
T0001540,C006651,ST0035,2025-10-30,Mobile Payment,215.78
T0001541,C004120,ST0188,2026-06-09,Cash,124.49
T0001542,C005102,ST0194,2025-02-25,Credit Card,32.93
T0001543,C001826,ST0255,2024-12-29,Mobile Payment,27.81
T0001544,C002081,ST0180,2025-12-02,Debit Card,158.06
T0001545,C002128,ST0337,2026-02-07,Cash,188.01
T0001546,C009441,ST0097,2025-07-06,Mobile Payment,211.26
T0001547,C007773,ST0197,2025-04-27,Credit Card,150.13
T0001548,C009610,ST0033,2026-05-01,Cash,61.91
T0001549,C007401,ST0110,2024-09-13,Cash,189.58
T0001550,C009604,ST0327,2026-03-05,Debit Card,141.65
T0001551,C002507,ST0078,2024-08-19,Debit Card,7.01
T0001552,C000083,ST0270,2026-01-25,Debit Card,212.21
T0001553,C008006,ST0316,2025-09-10,Debit Card,23.33
T0001554,C003313,ST0167,2026-03-02,Credit Card,11.86
T0001555,C007531,ST0136,2026-01-19,Mobile Payment,34.73
T0001556,C002514,ST0229,2025-06-11,Credit Card,215.81
T0001557,C006107,ST0134,2025-10-26,Mobile Payment,7.09
T0001558,C002425,ST0204,2025-06-19,Credit Card,18.29
T0001559,C009541,ST0314,2025-04-28,Debit Card,219.97
T0001560,C000521,ST0139,2024-12-14,Cash,70.76
T0001561,C005253,ST0074,2025-08-15,Credit Card,81.57
T0001562,C003580,ST0078,2025-11-03,Cash,118.23
T0001563,C002350,ST0334,2026-05-15,Debit Card,112.8
T0001564,C009700,ST0260,2025-09-04,Credit Card,192.94
T0001565,C000711,ST0021,2026-06-24,Mobile Payment,243.56
T0001566,C009689,ST0339,2026-04-20,Credit Card,161.22
T0001567,C001459,ST0133,2025-06-13,Debit Card,97.44
